eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations
80.0,75.81942749023438,464896,,,,,,,,,,,,,,,
80.0,78.4619140625,465920,0.0,2270,0.2,31.058681294322014,3e-05,-0.007642479459900642,0.00458984375,17.903499603271484,-3.8210680898278953,0.004512216,,,,,
80.0,75.57376098632812,466944,,,,,,,,,,,,,,,
80.0,75.1799087524414,467968,-1.1920928955078125e-07,2280,0.2,32.893208858370784,3e-05,-0.010609609489438298,0.01337890625,27.284603118896484,-3.8148619279265406,0.0054792874,,,,,
80.0,77.86158752441406,468992,,,,,,,,,,,,,,,
80.0,73.24696350097656,470016,1.1920928955078125e-07,2290,0.2,28.018233421444894,3e-05,-0.00995615774882026,0.018408203125,23.434425354003906,-3.8152457177639008,0.0053415634,,,,,
80.0,74.39815521240234,471040,,,,,,,,,,,,,,,
,,471040,,,,,,,,,,,80.0,1869,251,74.20649165,230
80.0,80.6800308227539,472064,0.0,2300,0.2,29.182792952656747,3e-05,-0.010577156134240795,0.015576171875,19.524837493896484,-3.820828008651733,0.005063505,,,,,
80.0,75.38636016845703,473088,,,,,,,,,,,,,,,
80.0,74.13533020019531,474112,0.0,2310,0.2,26.88192834556103,3e-05,-0.011042404315958265,0.00615234375,14.869868278503418,-3.822239312157035,0.007334443,,,,,
80.0,76.54324340820312,475136,,,,,,,,,,,,,,,
80.0,75.88592529296875,476160,0.0,2320,0.2,28.773332914710046,3e-05,-0.010171216899107095,0.00947265625,13.965357780456543,-3.8232840340584517,0.0051664654,,,,,
80.0,77.71977233886719,477184,,,,,,,,,,,,,,,
80.0,76.28067016601562,478208,-1.1920928955078125e-07,2330,0.2,28.322092156112195,3e-05,-0.00954459780077741,0.006396484375,24.69099998474121,-3.824857698753476,0.004849525,,,,,
80.0,75.85002899169922,479232,,,,,,,,,,,,,,,
80.0,74.31185913085938,480256,1.1920928955078125e-07,2340,0.2,29.705903525650502,3e-05,-0.011362090487455134,0.01318359375,27.88995933532715,-3.8294920314103367,0.0065362398,,,,,
80.0,71.26936340332031,481280,,,,,,,,,,,,,,,
80.0,68.4177474975586,482304,5.960464477539063e-08,2350,0.2,29.954144510626794,3e-05,-0.008273370128881652,0.0060546875,16.04294204711914,-3.830895335972309,0.004324713,,,,,
80.0,74.07984161376953,483328,,,,,,,,,,,,,,,
80.0,74.8246078491211,484352,-1.1920928955078125e-07,2360,0.2,26.971320106089117,3e-05,-0.01057311006297823,0.008154296875,22.57511329650879,-3.82597736120224,0.006173588,,,,,
80.0,74.34333801269531,485376,,,,,,,,,,,,,,,
80.0,80.60519409179688,486400,0.0,2370,0.2,29.49201466739178,3e-05,-0.012660854502610164,0.018896484375,19.18195915222168,-3.828435130417347,0.006685432,,,,,
80.0,73.43132019042969,487424,,,,,,,,,,,,,,,
80.0,73.47634887695312,488448,0.0,2380,0.2,27.683302392065524,3e-05,-0.007956924776226514,0.00654296875,19.91230010986328,-3.830829282104969,0.0039537596,,,,,
80.0,80.77676391601562,489472,,,,,,,,,,,,,,,
80.0,72.36321258544922,490496,5.960464477539063e-08,2390,0.2,28.455575139820574,3e-05,-0.00918127299300977,0.003955078125,16.4664363861084,-3.8325929697602987,0.004883465,,,,,
80.0,78.28324890136719,491520,,,,,,,,,,,,,,,
,,491520,,,,,,,,,,,80.0,1922,255,74.55191145,240
80.0,76.49446105957031,492544,5.960464477539063e-08,2400,0.2,28.130892924964428,3e-05,-0.009733187597157666,0.01845703125,21.167226791381836,-3.8378776222467423,0.0056410194,,,,,
80.0,74.45484924316406,493568,,,,,,,,,,,,,,,
80.0,74.69502258300781,494592,0.0,2410,0.2,29.224136647582053,3e-05,-0.010109583542362088,0.01015625,10.768523216247559,-3.832798982039094,0.0040402147,,,,,
80.0,77.333251953125,495616,,,,,,,,,,,,,,,
80.0,75.1158218383789,496640,0.0,2420,0.2,29.385270467400552,3e-05,-0.008031172451592284,0.002880859375,18.91940689086914,-3.8302192583680155,0.004391698,,,,,
80.0,71.18035888671875,497664,,,,,,,,,,,,,,,
80.0,78.7435302734375,498688,5.960464477539063e-08,2430,0.2,29.02904301509261,3e-05,-0.009460867054440315,0.0044921875,30.803363800048828,-3.8338007770478724,0.0048443465,,,,,
80.0,78.63199615478516,499712,,,,,,,,,,,,,,,
80.0,77.43505096435547,500736,0.0,2440,0.2,28.369182102382183,3e-05,-0.008620324797084323,0.00859375,16.012067794799805,-3.836797371506691,0.004552763,,,,,
80.0,73.53914642333984,501760,,,,,,,,,,,,,,,
80.0,73.5461196899414,502784,0.0,2450,0.2,29.95540210753679,3e-05,-0.008122567424288718,0.00576171875,19.27279281616211,-3.8349096097052096,0.0033322335,,,,,
