eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/policy_gradient_loss,train/clip_range,train/value_loss,train/clip_fraction,train/entropy_loss,train/n_updates,train/learning_rate,train/loss,train/approx_kl,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps
22.390369415283203,11776,50.0,,,,,,,,,,,,,,,
20.295713424682617,12288,50.0,,,,,,,,,,,,,,,
20.089221954345703,12800,50.0,0.06332557864079717,0.2,93009.44580078125,0.386474609375,-5.281563831865787,60,0.0003,45365.6171875,0.121945865,1.1920928955078125e-07,,,,,
18.45395851135254,13312,50.0,,,,,,,,,,,,,,,
20.95999526977539,13824,50.0,,,,,,,,,,,,,,,
20.68303108215332,14336,50.0,,,,,,,,,,,,,,,
22.408370971679688,14848,50.0,0.06524049660365563,0.2,93333.81953125,0.40751953125,-5.277699239552021,70,0.0003,49832.9453125,0.12938994,-1.1920928955078125e-07,,,,,
22.512819290161133,15360,50.0,,,,,,,,,,,,,,,
26.17918586730957,15872,50.0,,,,,,,,,,,,,,,
13.738018035888672,16384,50.0,,,,,,,,,,,,,,,
22.632213592529297,16896,50.0,0.07105239702505059,0.2,87612.54582519531,0.4,-5.276244208216667,80,0.0003,49982.0078125,0.12501581,0.0,,,,,
23.59188461303711,17408,50.0,,,,,,,,,,,,,,,
24.022464752197266,17920,50.0,,,,,,,,,,,,,,,
25.7691593170166,18432,50.0,,,,,,,,,,,,,,,
18.770267486572266,18944,50.0,0.07897166016628035,0.2,87721.85908203125,0.399365234375,-5.275319734215737,90,0.0003,46375.31640625,0.12438939,0.0,,,,,
21.594892501831055,19456,50.0,,,,,,,,,,,,,,,
24.268051147460938,19968,50.0,,,,,,,,,,,,,,,
19.480985641479492,20480,50.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,1156.52623389,50.0,54,10,372
23.09166717529297,20992,50.0,0.08150811330415308,0.2,95557.17868652343,0.434814453125,-5.2734743162989615,100,0.0003,42323.39453125,0.1289116,-1.1920928955078125e-07,,,,,
32.04871368408203,21504,50.0,,,,,,,,,,,,,,,
26.575145721435547,22016,50.0,,,,,,,,,,,,,,,
24.45742416381836,22528,50.0,,,,,,,,,,,,,,,
19.025243759155273,23040,50.0,0.07799672295514029,0.2,88877.91552734375,0.41953125,-5.270603068172932,110,0.0003,45237.57421875,0.13116129,0.0,,,,,
19.729036331176758,23552,50.0,,,,,,,,,,,,,,,
22.70998764038086,24064,50.0,,,,,,,,,,,,,,,
16.05844497680664,24576,50.0,,,,,,,,,,,,,,,
26.40709686279297,25088,50.0,0.06652576867491007,0.2,86711.13383789062,0.415234375,-5.267904376983642,120,0.0003,39513.171875,0.12934415,-1.1920928955078125e-07,,,,,
18.164653778076172,25600,50.0,,,,,,,,,,,,,,,
28.356796264648438,26112,50.0,,,,,,,,,,,,,,,
20.618133544921875,26624,50.0,,,,,,,,,,,,,,,
20.951335906982422,27136,50.0,0.06856592447147705,0.2,87253.0543334961,0.4138671875,-5.265773594379425,130,0.0003,38298.21484375,0.12528443,0.0,,,,,
19.90204620361328,27648,50.0,,,,,,,,,,,,,,,
28.340341567993164,28160,50.0,,,,,,,,,,,,,,,
21.449060440063477,28672,50.0,,,,,,,,,,,,,,,
24.507274627685547,29184,50.0,0.07519468561222312,0.2,96044.6740966797,0.3986328125,-5.265743735432625,140,0.0003,44150.09375,0.13240412,0.0,,,,,
23.77191925048828,29696,50.0,,,,,,,,,,,,,,,
19.5660400390625,30208,50.0,,,,,,,,,,,,,,,
19.525915145874023,30720,50.0,,,,,,,,,,,,,,,
22.066936492919922,31232,50.0,0.0810891326633282,0.2,84524.14562988281,0.4134765625,-5.267162309587002,150,0.0003,45275.6875,0.13007586,0.0,,,,,
24.138996124267578,31744,50.0,,,,,,,,,,,,,,,
23.491762161254883,32256,50.0,,,,,,,,,,,,,,,
16.961048126220703,32768,50.0,,,,,,,,,,,,,,,
19.031652450561523,33280,50.0,0.07623118083574809,0.2,93782.71538085937,0.42177734375,-5.268602760136128,160,0.0003,43225.69921875,0.13716385,5.960464477539063e-08,,,,,
22.328414916992188,33792,50.0,,,,,,,,,,,,,,,
27.71143341064453,34304,50.0,,,,,,,,,,,,,,,
16.86768341064453,34816,50.0,,,,,,,,,,,,,,,
17.070661544799805,35328,50.0,0.07531408152426593,0.2,81346.50307617188,0.42724609375,-5.270003633201123,170,0.0003,37721.9453125,0.12859619,0.0,,,,,
26.189239501953125,35840,50.0,,,,,,,,,,,,,,,
18.551193237304688,36352,50.0,,,,,,,,,,,,,,,
19.006872177124023,36864,50.0,,,,,,,,,,,,,,,
21.228553771972656,37376,50.0,0.07875761062314268,0.2,83924.81466064454,0.4169921875,-5.271425339579582,180,0.0003,41718.37890625,0.12699941,1.1920928955078125e-07,,,,,
24.072635650634766,37888,50.0,,,,,,,,,,,,,,,
24.912700653076172,38400,50.0,,,,,,,,,,,,,,,
22.301536560058594,38912,50.0,,,,,,,,,,,,,,,
22.614294052124023,39424,50.0,0.084546996204881,0.2,85091.80905761718,0.402392578125,-5.271514803171158,190,0.0003,43558.890625,0.13404265,-1.1920928955078125e-07,,,,,
21.27581787109375,39936,50.0,,,,,,,,,,,,,,,
22.88690185546875,40448,50.0,,,,,,,,,,,,,,,
20.07217788696289,40960,50.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,1169.9670737199997,50.0,111,20,366
21.73216438293457,41472,50.0,0.08446712812874466,0.2,95724.93549804688,0.41357421875,-5.270937494933605,200,0.0003,47907.28515625,0.13330543,5.960464477539063e-08,,,,,
24.084732055664062,41984,50.0,,,,,,,,,,,,,,,
22.42902374267578,42496,50.0,,,,,,,,,,,,,,,
19.78738021850586,43008,50.0,,,,,,,,,,,,,,,
24.405574798583984,43520,50.0,0.08182959596451837,0.2,94134.68286132812,0.381640625,-5.27097192555666,210,0.0003,41035.15625,0.1288104,-1.1920928955078125e-07,,,,,
25.214866638183594,44032,50.0,,,,,,,,,,,,,,,
22.301509857177734,44544,50.0,,,,,,,,,,,,,,,
20.41095542907715,45056,50.0,,,,,,,,,,,,,,,
18.842784881591797,45568,50.0,0.06480142519867513,0.2,80732.90317382812,0.40087890625,-5.2702540189027784,220,0.0003,37237.34375,0.12375368,0.0,,,,,
18.124753952026367,46080,50.0,,,,,,,,,,,,,,,
25.098304748535156,46592,50.0,,,,,,,,,,,,,,,
19.844635009765625,47104,50.0,,,,,,,,,,,,,,,
21.631942749023438,47616,50.0,0.07378792903618887,0.2,93452.59956054688,0.385595703125,-5.270058791339397,230,0.0003,42210.23828125,0.12938446,0.0,,,,,
25.711750030517578,48128,50.0,,,,,,,,,,,,,,,
23.45204734802246,48640,50.0,,,,,,,,,,,,,,,
18.283462524414062,49152,50.0,,,,,,,,,,,,,,,
22.123931884765625,49664,50.0,0.08024164735979866,0.2,79622.97395019532,0.412158203125,-5.271526907384396,240,0.0003,35178.984375,0.12734845,1.7881393432617188e-07,,,,,
23.54428482055664,50176,50.0,,,,,,,,,,,,,,,
24.48236656188965,50688,50.0,,,,,,,,,,,,,,,
21.79005241394043,51200,50.0,,,,,,,,,,,,,,,
16.379005432128906,51712,50.0,0.07091023331158794,0.2,85350.64718017579,0.402294921875,-5.2702428385615345,250,0.0003,40473.125,0.13606268,5.960464477539063e-08,,,,,
21.9368896484375,52224,50.0,,,,,,,,,,,,,,,
22.84313201904297,52736,50.0,,,,,,,,,,,,,,,
21.53368377685547,53248,50.0,,,,,,,,,,,,,,,
26.347686767578125,53760,50.0,0.07159882796113379,0.2,91370.0456298828,0.396337890625,-5.269606903195381,260,0.0003,45425.20703125,0.12510891,1.1920928955078125e-07,,,,,
21.223846435546875,54272,50.0,,,,,,,,,,,,,,,
18.716676712036133,54784,50.0,,,,,,,,,,,,,,,
20.711429595947266,55296,50.0,,,,,,,,,,,,,,,
25.555072784423828,55808,50.0,0.06498174202570225,0.2,81889.22895507813,0.4095703125,-5.27004624158144,270,0.0003,35345.765625,0.12015857,1.1920928955078125e-07,,,,,
26.65740203857422,56320,50.0,,,,,,,,,,,,,,,
18.04087257385254,56832,50.0,,,,,,,,,,,,,,,
22.22208595275879,57344,50.0,,,,,,,,,,,,,,,
22.612464904785156,57856,50.0,0.0755894658737816,0.2,88268.3142578125,0.408154296875,-5.270298780500889,280,0.0003,47836.09765625,0.13019612,0.0,,,,,
20.53961181640625,58368,50.0,,,,,,,,,,,,,,,
21.259761810302734,58880,50.0,,,,,,,,,,,,,,,
23.555030822753906,59392,50.0,,,,,,,,,,,,,,,
23.811840057373047,59904,50.0,0.07380576558061876,0.2,85991.72834472657,0.4044921875,-5.269057697057724,290,0.0003,44345.9609375,0.1325245,-1.1920928955078125e-07,,,,,
23.522876739501953,60416,50.0,,,,,,,,,,,,,,,
23.464405059814453,60928,50.0,,,,,,,,,,,,,,,
22.262340545654297,61440,50.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,1176.8416355400002,50.0,166,30,369
30.965673446655273,61952,50.0,0.07482036342844367,0.2,86158.38471679688,0.41455078125,-5.266434274613857,300,0.0003,44262.03515625,0.12900808,5.960464477539063e-08,,,,,
18.325214385986328,62464,50.0,,,,,,,,,,,,,,,
28.281570434570312,62976,50.0,,,,,,,,,,,,,,,
19.524751663208008,63488,50.0,,,,,,,,,,,,,,,
23.571884155273438,64000,50.0,0.07466357655939646,0.2,82752.86120605469,0.43134765625,-5.264668977260589,310,0.0003,40598.88671875,0.12809,5.960464477539063e-08,,,,,
26.491464614868164,64512,50.0,,,,,,,,,,,,,,,
24.12036895751953,65024,50.0,,,,,,,,,,,,,,,
24.55527114868164,65536,50.0,,,,,,,,,,,,,,,
17.060911178588867,66048,50.0,0.07866517003276385,0.2,80963.36044921874,0.414794921875,-5.262530882656574,320,0.0003,41183.3828125,0.12535954,0.0,,,,,
19.602663040161133,66560,50.0,,,,,,,,,,,,,,,
20.486957550048828,67072,50.0,,,,,,,,,,,,,,,
20.759540557861328,67584,50.0,,,,,,,,,,,,,,,
22.158954620361328,68096,50.0,0.07442861610034016,0.2,78321.68892822266,0.410498046875,-5.2593420326709746,330,0.0003,42782.46875,0.1288815,0.0,,,,,
16.18624496459961,68608,50.0,,,,,,,,,,,,,,,
23.271102905273438,69120,50.0,,,,,,,,,,,,,,,
23.280231475830078,69632,50.0,,,,,,,,,,,,,,,
21.064170837402344,70144,50.0,0.07049109889194369,0.2,83402.37728271485,0.425537109375,-5.253800722956657,340,0.0003,47133.04296875,0.13110933,1.1920928955078125e-07,,,,,
27.102806091308594,70656,50.0,,,,,,,,,,,,,,,
22.262081146240234,71168,50.0,,,,,,,,,,,,,,,
18.148868560791016,71680,50.0,,,,,,,,,,,,,,,
21.32024383544922,72192,50.0,0.07328104708576574,0.2,75272.07770996094,0.397900390625,-5.25136252194643,350,0.0003,33866.74609375,0.13420399,0.0,,,,,
26.480175018310547,72704,50.0,,,,,,,,,,,,,,,
25.588476181030273,73216,50.0,,,,,,,,,,,,,,,
23.04741859436035,73728,50.0,,,,,,,,,,,,,,,
21.968265533447266,74240,50.0,,,,,,,,,,,,,,,
21.319984436035156,74752,50.0,,,,,,,,,,,,,,,
20.352890014648438,75264,50.0,,,,,,,,,,,,,,,
24.211936950683594,75776,50.0,,,,,,,,,,,,,,,
23.4009952545166,76288,50.0,0.06606137682683766,0.2,75414.23150634766,0.402685546875,-5.251472678780556,360,0.0003,34420.671875,0.13677016,0.0,,,,,
22.855037689208984,76800,50.0,,,,,,,,,,,,,,,
25.795124053955078,77312,50.0,,,,,,,,,,,,,,,
22.465744018554688,77824,50.0,,,,,,,,,,,,,,,
24.001697540283203,78336,50.0,0.061417879472719504,0.2,73334.90618896484,0.415087890625,-5.252199624478817,370,0.0003,36189.3359375,0.12745172,0.0,,,,,
19.950414657592773,78848,50.0,,,,,,,,,,,,,,,
20.287429809570312,79360,50.0,,,,,,,,,,,,,,,
23.578834533691406,79872,50.0,,,,,,,,,,,,,,,
18.095508575439453,80384,50.0,0.08468106493237429,0.2,78707.25397949219,0.412451171875,-5.252826730906963,380,0.0003,39711.1015625,0.13630137,0.0,,,,,
14.48936653137207,80896,50.0,,,,,,,,,,,,,,,
26.13241195678711,81408,50.0,,,,,,,,,,,,,,,
21.520709991455078,81920,50.0,,,,,,,,,,,,,,,
21.432231903076172,82432,50.0,0.07858578857267276,0.2,77838.40124511719,0.414501953125,-5.257061378657818,390,0.0003,34510.64453125,0.13254161,0.0,,,,,
20.78882598876953,82944,50.0,,,,,,,,,,,,,,,
21.57872772216797,83456,50.0,,,,,,,,,,,,,,,
20.489749908447266,83968,50.0,,,,,,,,,,,,,,,
21.397716522216797,84480,50.0,0.06676578308397438,0.2,69688.01922607422,0.42080078125,-5.259527316689491,400,0.0003,30953.853515625,0.13613474,0.0,,,,,
22.398216247558594,84992,50.0,,,,,,,,,,,,,,,
