eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/explained_variance,train/loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/n_updates,train/approx_kl,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean
40.0,54.66705322265625,552960,,,,,,,,,,,,,,,
,,552960,,,,,,,,,,,1467.6197019499998,450,270,1228,40.0
40.0,50.57826232910156,553984,-1.1920928955078125e-07,37784.02734375,-5.864415217936039,0.3912109375,0.2,-0.018582067094394007,0.0003,91918.05524902344,2700,0.057969466,,,,,
40.0,55.2799072265625,555008,,,,,,,,,,,,,,,
40.0,58.429840087890625,556032,0.0,39643.08203125,-5.858080221712589,0.3904296875,0.2,-0.014835939162003342,0.0003,90764.78857421875,2710,0.059527032,,,,,
40.0,51.84651565551758,557056,,,,,,,,,,,,,,,
40.0,47.48134994506836,558080,0.0,46180.85546875,-5.868629249930382,0.40234375,0.2,-0.015858154879242647,0.0003,89715.5954345703,2720,0.06576941,,,,,
40.0,52.634246826171875,559104,,,,,,,,,,,,,,,
40.0,57.86792755126953,560128,0.0,43709.62109375,-5.864327509701252,0.4001953125,0.2,-0.022083117316651624,0.0003,81731.09759521484,2730,0.060659055,,,,,
40.0,55.511993408203125,561152,,,,,,,,,,,,,,,
40.0,57.51648712158203,562176,0.0,54114.953125,-5.872407759726047,0.40068359375,0.2,-0.015519932880852138,0.0003,93171.73134765626,2740,0.06171441,,,,,
40.0,53.50920867919922,563200,,,,,,,,,,,,,,,
40.0,53.011817932128906,564224,0.0,40478.57421875,-5.872705951333046,0.400390625,0.2,-0.01438569928141078,0.0003,91035.18845214843,2750,0.05988785,,,,,
40.0,53.40502166748047,565248,,,,,,,,,,,,,,,
40.0,53.42823028564453,566272,-1.1920928955078125e-07,41391.6796875,-5.8621165081858635,0.39501953125,0.2,-0.01764187174703693,0.0003,90378.88699951171,2760,0.06319681,,,,,
40.0,53.24456787109375,567296,,,,,,,,,,,,,,,
40.0,53.51780700683594,568320,0.0,41442.265625,-5.864101706445217,0.377197265625,0.2,-0.021690388493880164,0.0003,87531.38432617187,2770,0.057035178,,,,,
40.0,51.19654083251953,569344,,,,,,,,,,,,,,,
40.0,55.474769592285156,570368,0.0,40657.015625,-5.864353297650814,0.4021484375,0.2,-0.01598290109395748,0.0003,81717.96524658203,2780,0.062139437,,,,,
40.0,56.31447219848633,571392,,,,,,,,,,,,,,,
40.0,53.697471618652344,572416,0.0,42051.23046875,-5.866523802280426,0.406298828125,0.2,-0.017292277803062462,0.0003,93885.29599609374,2790,0.06229687,,,,,
40.0,57.382240295410156,573440,,,,,,,,,,,,,,,
,,573440,,,,,,,,,,,1498.73645667,452,280,1268,40.0
40.0,56.483680725097656,574464,0.0,42006.3046875,-5.863849101960659,0.405224609375,0.2,-0.016125350823858752,0.0003,83103.79870605469,2800,0.065663844,,,,,
40.0,53.39659118652344,575488,,,,,,,,,,,,,,,
40.0,55.02616882324219,576512,0.0,40498.21875,-5.857513266801834,0.41015625,0.2,-0.016169501910189864,0.0003,79923.49539794921,2810,0.06497601,,,,,
40.0,49.697296142578125,577536,,,,,,,,,,,,,,,
40.0,50.116004943847656,578560,0.0,33823.70703125,-5.848182164132595,0.421484375,0.2,-0.013592161361157196,0.0003,71868.96082763672,2820,0.06940659,,,,,
40.0,54.235450744628906,579584,,,,,,,,,,,,,,,
40.0,54.13886260986328,580608,-1.1920928955078125e-07,48900.5546875,-5.843795789778232,0.42041015625,0.2,-0.009205261823080946,0.0003,82233.42935791015,2830,0.06423412,,,,,
40.0,47.40420913696289,581632,,,,,,,,,,,,,,,
40.0,54.67647171020508,582656,-1.1920928955078125e-07,38237.10546875,-5.83852953761816,0.40546875,0.2,-0.010341512200830039,0.0003,86897.09128417968,2840,0.06798453,,,,,
40.0,54.25248718261719,583680,,,,,,,,,,,,,,,
40.0,60.3087158203125,584704,0.0,43500.13671875,-5.823176324367523,0.392236328125,0.2,-0.01815472083981149,0.0003,92224.34692382812,2850,0.060436845,,,,,
40.0,54.349937438964844,585728,,,,,,,,,,,,,,,
40.0,51.5919303894043,586752,0.0,44513.8984375,-5.801718655228615,0.4189453125,0.2,-0.006591341285093222,0.0003,93366.31267089843,2860,0.06711199,,,,,
40.0,56.350257873535156,587776,,,,,,,,,,,,,,,
40.0,61.439720153808594,588800,5.960464477539063e-08,41916.421875,-5.798838126659393,0.404296875,0.2,-0.010238473607751075,0.0003,85383.57778320313,2870,0.060927063,,,,,
40.0,55.81036376953125,589824,,,,,,,,,,,,,,,
40.0,62.72674560546875,590848,0.0,41129.48046875,-5.79832734465599,0.402734375,0.2,-0.013926146388985216,0.0003,82102.89283447266,2880,0.06627579,,,,,
40.0,56.013328552246094,591872,,,,,,,,,,,,,,,
40.0,56.97227478027344,592896,-1.1920928955078125e-07,45547.37109375,-5.789005224406719,0.3869140625,0.2,-0.01375481436989503,0.0003,89116.07268066406,2890,0.058362342,,,,,
40.0,51.007606506347656,593920,,,,,,,,,,,,,,,
,,593920,,,,,,,,,,,1501.5795347500002,453,290,1308,40.0
40.0,60.722293853759766,594944,5.960464477539063e-08,34854.19140625,-5.793525151908398,0.4109375,0.2,-0.019179423221794424,0.0003,78100.92517089844,2900,0.063338906,,,,,
40.0,57.88454055786133,595968,,,,,,,,,,,,,,,
40.0,51.54022216796875,596992,0.0,42279.2421875,-5.800610299408436,0.393505859375,0.2,-0.015173680611769668,0.0003,86394.19410400391,2910,0.059595186,,,,,
40.0,56.72295379638672,598016,,,,,,,,,,,,,,,
40.0,54.835994720458984,599040,-1.1920928955078125e-07,43522.59375,-5.793293350934983,0.4076171875,0.2,-0.015187461262394208,0.0003,83727.06372070312,2920,0.06008227,,,,,
40.0,52.24340057373047,600064,,,,,,,,,,,,,,,
40.0,60.665924072265625,601088,0.0,44850.9765625,-5.780243867635727,0.393212890625,0.2,-0.012168764717353042,0.0003,81589.47963867188,2930,0.057682656,,,,,
40.0,68.0127944946289,602112,,,,,,,,,,,,,,,
40.0,56.21435546875,603136,0.0,38867.96484375,-5.77008085846901,0.407958984375,0.2,-0.01615225968271261,0.0003,88081.42749023438,2940,0.064052016,,,,,
40.0,57.921512603759766,604160,,,,,,,,,,,,,,,
40.0,55.07464599609375,605184,5.960464477539063e-08,41943.28125,-5.76181718558073,0.391943359375,0.2,-0.013248606800334527,0.0003,84052.39573974609,2950,0.06142368,,,,,
40.0,49.27394104003906,606208,,,,,,,,,,,,,,,
40.0,54.7675666809082,607232,0.0,36090.546875,-5.754451362788677,0.389208984375,0.2,-0.01089690506196348,0.0003,78779.2778930664,2960,0.059560303,,,,,
40.0,54.846046447753906,608256,,,,,,,,,,,,,,,
40.0,54.57526397705078,609280,0.0,43430.9765625,-5.749614043533802,0.39091796875,0.2,-0.012317548277496825,0.0003,81827.19139404297,2970,0.05835174,,,,,
40.0,50.85298538208008,610304,,,,,,,,,,,,,,,
40.0,57.82908630371094,611328,0.0,36784.20703125,-5.744591553509236,0.38876953125,0.2,-0.009348836392746307,0.0003,82659.49123535157,2980,0.05869153,,,,,
40.0,56.647178649902344,612352,,,,,,,,,,,,,,,
40.0,51.64546203613281,613376,0.0,33835.7265625,-5.740433135628701,0.378076171875,0.2,-0.014379290532087908,0.0003,78883.20900878907,2990,0.058917135,,,,,
40.0,52.002685546875,614400,,,,,,,,,,,,,,,
,,614400,,,,,,,,,,,1502.88629363,455,300,1349,40.0
40.0,53.42905807495117,615424,0.0,41268.04296875,-5.7353720888495445,0.384521484375,0.2,-0.016319673240650444,0.0003,83489.96909179687,3000,0.05684121,,,,,
40.0,56.95317840576172,616448,,,,,,,,,,,,,,,
40.0,60.26214599609375,617472,0.0,44085.80859375,-5.721568524837494,0.398291015625,0.2,-0.010773546462587547,0.0003,81677.10230712891,3010,0.060582265,,,,,
40.0,50.09885787963867,618496,,,,,,,,,,,,,,,
40.0,57.50545883178711,619520,5.960464477539063e-08,42622.5,-5.688708283007145,0.369775390625,0.2,-0.01610494314227253,0.0003,78761.94509277344,3020,0.053139843,,,,,
40.0,51.869720458984375,620544,,,,,,,,,,,,,,,
40.0,54.683536529541016,621568,0.0,32404.583984375,-5.690059255063534,0.371142578125,0.2,-0.013298633211525157,0.0003,61445.62631835938,3030,0.054363105,,,,,
40.0,62.115203857421875,622592,,,,,,,,,,,,,,,
40.0,59.648406982421875,623616,0.0,38471.84375,-5.695214053988456,0.3814453125,0.2,-0.016697108576772736,0.0003,73876.90563964844,3040,0.056652423,,,,,
40.0,51.584354400634766,624640,,,,,,,,,,,,,,,
40.0,56.51567459106445,625664,-1.1920928955078125e-07,41956.64453125,-5.684509159624577,0.377099609375,0.2,-0.012125423107499955,0.0003,87850.65648193359,3050,0.051279046,,,,,
40.0,55.389854431152344,626688,,,,,,,,,,,,,,,
40.0,54.74608612060547,627712,0.0,41544.734375,-5.663533246517181,0.38837890625,0.2,-0.017374361341353506,0.0003,77110.39449462891,3060,0.05527492,,,,,
40.0,61.62302017211914,628736,,,,,,,,,,,,,,,
40.0,58.60276794433594,629760,0.0,33917.015625,-5.632713952660561,0.392822265625,0.2,-0.010396825734642335,0.0003,75593.3918701172,3070,0.0562844,,,,,
40.0,52.6954345703125,630784,,,,,,,,,,,,,,,
40.0,57.60789489746094,631808,0.0,37905.3359375,-5.6207422584295275,0.391943359375,0.2,-0.0059577632098807955,0.0003,74338.09948730469,3080,0.057325155,,,,,
40.0,53.43653869628906,632832,,,,,,,,,,,,,,,
40.0,56.555381774902344,633856,0.0,32401.0625,-5.637927027046681,0.37998046875,0.2,-0.015483163619501283,0.0003,76962.95567626953,3090,0.048461027,,,,,
40.0,55.28148651123047,634880,,,,,,,,,,,,,,,
,,634880,,,,,,,,,,,1498.80411566,457,310,1388,40.0
40.0,56.44178009033203,635904,0.0,33582.91796875,-5.625774806737899,0.3912109375,0.2,-0.017037161761254537,0.0003,74744.46716308594,3100,0.056047305,,,,,
40.0,53.8944091796875,636928,,,,,,,,,,,,,,,
40.0,57.36041259765625,637952,0.0,40985.8046875,-5.614856730401516,0.4083984375,0.2,-0.007897090782353188,0.0003,76123.8511352539,3110,0.059709582,,,,,
40.0,57.231590270996094,638976,,,,,,,,,,,,,,,
40.0,57.81404495239258,640000,0.0,40178.375,-5.609589371085167,0.395068359375,0.2,-0.014508057237253524,0.0003,78208.37684326172,3120,0.056984443,,,,,
40.0,57.05702590942383,641024,,,,,,,,,,,,,,,
40.0,58.736572265625,642048,0.0,36029.6953125,-5.607632780075074,0.3841796875,0.2,-0.003408465788743342,0.0003,75143.29034423828,3130,0.054728907,,,,,
40.0,49.27827453613281,643072,,,,,,,,,,,,,,,
40.0,55.24681854248047,644096,-1.1920928955078125e-07,35800.625,-5.615601246058941,0.365478515625,0.2,-0.019393311040767004,0.0003,77002.82034912109,3140,0.05575012,,,,,
40.0,54.27786636352539,645120,,,,,,,,,,,,,,,
40.0,52.426513671875,646144,0.0,42662.02734375,-5.606747590005398,0.40029296875,0.2,-0.012009668172686361,0.0003,90139.23435058593,3150,0.057872593,,,,,
40.0,55.65838623046875,647168,,,,,,,,,,,,,,,
40.0,57.140846252441406,648192,0.0,41583.78515625,-5.598016455769539,0.378564453125,0.2,-0.012775733225862496,0.0003,75964.61157226562,3160,0.051289372,,,,,
40.0,57.15395736694336,649216,,,,,,,,,,,,,,,
40.0,57.6633186340332,650240,0.0,29918.8359375,-5.571008613705635,0.361767578125,0.2,-0.01652529395651072,0.0003,67063.77897949218,3170,0.054881174,,,,,
40.0,56.07185363769531,651264,,,,,,,,,,,,,,,
40.0,60.70174789428711,652288,-1.1920928955078125e-07,31365.08203125,-5.553544528782368,0.401416015625,0.2,-0.012727041062316858,0.0003,65965.9306640625,3180,0.05794037,,,,,
40.0,57.1496467590332,653312,,,,,,,,,,,,,,,
40.0,63.28711700439453,654336,1.7881393432617188e-07,36109.98046875,-5.54976856559515,0.374560546875,0.2,-0.008356242463196394,0.0003,69000.15703125,3190,0.051870342,,,,,
40.0,55.616722106933594,655360,,,,,,,,,,,,,,,
,,655360,,,,,,,,,,,1469.2436220499999,458,320,1429,40.0
40.0,59.52155303955078,656384,0.0,34279.94921875,-5.550057096779346,0.359033203125,0.2,-0.016356615721451816,0.0003,64958.95631103516,3200,0.049896367,,,,,
40.0,56.404144287109375,657408,,,,,,,,,,,,,,,
40.0,61.30480194091797,658432,0.0,44897.92578125,-5.555320008099079,0.3998046875,0.2,-0.010650998083292507,0.0003,88309.9537109375,3210,0.055780776,,,,,
40.0,50.753021240234375,659456,,,,,,,,,,,,,,,
40.0,54.454437255859375,660480,0.0,35432.0078125,-5.562632152438164,0.393994140625,0.2,-0.013921001211565453,0.0003,83920.2293334961,3220,0.054432675,,,,,
40.0,55.50868225097656,661504,,,,,,,,,,,,,,,
40.0,61.00017547607422,662528,5.960464477539063e-08,39142.23828125,-5.553522390127182,0.383056640625,0.2,-0.010231128465966322,0.0003,70825.30476074219,3230,0.05490669,,,,,
40.0,53.47846984863281,663552,,,,,,,,,,,,,,,
40.0,52.92748260498047,664576,0.0,40361.26171875,-5.561149142682552,0.399072265625,0.2,-0.01659676991403103,0.0003,70328.70357666016,3240,0.053656235,,,,,
40.0,57.780948638916016,665600,,,,,,,,,,,,,,,
40.0,55.20724105834961,666624,0.0,37781.140625,-5.559054325520992,0.388427734375,0.2,-0.010563847362209344,0.0003,69171.43415527344,3250,0.053567704,,,,,
40.0,56.488037109375,667648,,,,,,,,,,,,,,,
40.0,57.29625701904297,668672,0.0,26180.162109375,-5.5640416264534,0.3693359375,0.2,-0.021787455907906407,0.0003,74555.31343994141,3260,0.053103276,,,,,
40.0,53.39260482788086,669696,,,,,,,,,,,,,,,
40.0,55.762672424316406,670720,0.0,37279.8359375,-5.583547042310238,0.37734375,0.2,-0.010546403884654864,0.0003,81910.20736083985,3270,0.0537213,,,,,
40.0,58.08722686767578,671744,,,,,,,,,,,,,,,
40.0,58.03004455566406,672768,0.0,41313.03515625,-5.584395858645439,0.3978515625,0.2,-0.010727474302257178,0.0003,75756.11131591797,3280,0.054909073,,,,,
40.0,57.647377014160156,673792,,,,,,,,,,,,,,,
40.0,55.28523635864258,674816,0.0,43900.43359375,-5.597179743647575,0.39755859375,0.2,-0.010529420159582515,0.0003,82208.67626953125,3290,0.05587655,,,,,
40.0,56.39454650878906,675840,,,,,,,,,,,,,,,
,,675840,,,,,,,,,,,1529.95692744,460,330,1468,40.0
40.0,52.877254486083984,676864,0.0,32813.13671875,-5.601263029873371,0.398583984375,0.2,-0.007494766860327217,0.0003,69140.38217773437,3300,0.058608107,,,,,
40.0,59.6966552734375,677888,,,,,,,,,,,,,,,
40.0,60.278228759765625,678912,0.0,34989.59375,-5.583322878181934,0.41083984375,0.2,-0.0010037453801487572,0.0003,69553.47794189453,3310,0.064746276,,,,,
40.0,57.37501525878906,679936,,,,,,,,,,,,,,,
40.0,52.431575775146484,680960,-1.1920928955078125e-07,38333.9765625,-5.572203569114208,0.38583984375,0.2,-0.008238616917515174,0.0003,73939.61973876953,3320,0.052157287,,,,,
40.0,58.70295715332031,681984,,,,,,,,,,,,,,,
40.0,50.46086120605469,683008,0.0,29982.748046875,-5.550985117256642,0.391552734375,0.2,-0.0036331754141428973,0.0003,65905.37590332031,3330,0.055942282,,,,,
40.0,59.18580627441406,684032,,,,,,,,,,,,,,,
40.0,58.120849609375,685056,0.0,31518.712890625,-5.523359552025795,0.408984375,0.2,-0.007549003737949533,0.0003,74484.94620361328,3340,0.0588343,,,,,
40.0,52.279666900634766,686080,,,,,,,,,,,,,,,
40.0,54.63639450073242,687104,-1.1920928955078125e-07,26755.125,-5.514640887081623,0.387060546875,0.2,-0.007527880473935511,0.0003,66535.62100830078,3350,0.0505613,,,,,
40.0,56.74723815917969,688128,,,,,,,,,,,,,,,
40.0,53.84917068481445,689152,5.960464477539063e-08,38782.9375,-5.496970272064209,0.393603515625,0.2,-0.008466993114416255,0.0003,77380.33278808594,3360,0.05137229,,,,,
40.0,57.429901123046875,690176,,,,,,,,,,,,,,,
40.0,57.08978271484375,691200,0.0,33365.67578125,-5.45632656365633,0.41982421875,0.2,-0.003598241686995607,0.0003,73653.29864501953,3370,0.061251484,,,,,
40.0,52.00514602661133,692224,,,,,,,,,,,,,,,
40.0,53.6260986328125,693248,0.0,32022.05078125,-5.445407922565937,0.375927734375,0.2,-0.008591393296956084,0.0003,62938.763220214845,3380,0.048880342,,,,,
40.0,55.91218566894531,694272,,,,,,,,,,,,,,,
40.0,55.299659729003906,695296,0.0,31376.2421875,-5.424741752445698,0.370556640625,0.2,-0.015324427328596357,0.0003,76382.95850830078,3390,0.046242543,,,,,
40.0,57.44662857055664,696320,,,,,,,,,,,,,,,
,,696320,,,,,,,,,,,1547.4928356500002,461,340,1508,40.0
40.0,58.98381805419922,697344,-1.1920928955078125e-07,33420.72265625,-5.424467639625073,0.375390625,0.2,-0.01429981908731861,0.0003,74464.9271118164,3400,0.04900577,,,,,
40.0,52.16067123413086,698368,,,,,,,,,,,,,,,
40.0,52.68699264526367,699392,5.960464477539063e-08,33607.5234375,-5.444550964236259,0.37060546875,0.2,-0.009549138646980282,0.0003,80623.27598876953,3410,0.04591988,,,,,
40.0,59.03575134277344,700416,,,,,,,,,,,,,,,
40.0,58.0428466796875,701440,0.0,36602.4140625,-5.447431726753711,0.38232421875,0.2,-0.0172736264183186,0.0003,71642.28983154296,3420,0.049489718,,,,,
40.0,55.19434356689453,702464,,,,,,,,,,,,,,,
40.0,55.021888732910156,703488,0.0,28652.08203125,-5.451581831276417,0.39853515625,0.2,-0.014419877194450237,0.0003,63480.473181152345,3430,0.04817736,,,,,
40.0,60.745018005371094,704512,,,,,,,,,,,,,,,
40.0,54.711952209472656,705536,0.0,29312.787109375,-5.429361501336098,0.371337890625,0.2,-0.012327255324635189,0.0003,64072.120544433594,3440,0.044477962,,,,,
40.0,58.82612609863281,706560,,,,,,,,,,,,,,,
40.0,57.72698211669922,707584,0.0,36160.69140625,-5.417520503699779,0.377001953125,0.2,-0.006216188686084934,0.0003,78754.62775878907,3450,0.042688265,,,,,
40.0,62.292274475097656,708608,,,,,,,,,,,,,,,
40.0,54.138465881347656,709632,0.0,34332.0625,-5.4281108126044275,0.36103515625,0.2,-0.006639091458055191,0.0003,72362.31497802734,3460,0.04583304,,,,,
40.0,56.59843063354492,710656,,,,,,,,,,,,,,,
40.0,59.55809783935547,711680,5.960464477539063e-08,37409.70703125,-5.408312575519085,0.38466796875,0.2,-0.01590872825763654,0.0003,72568.99576416015,3470,0.050051026,,,,,
40.0,58.081600189208984,712704,,,,,,,,,,,,,,,
40.0,57.98564147949219,713728,0.0,36695.5078125,-5.393339945375919,0.36044921875,0.2,-0.011526117047469597,0.0003,70244.17822265625,3480,0.041730277,,,,,
40.0,60.89423370361328,714752,,,,,,,,,,,,,,,
40.0,59.903831481933594,715776,0.0,37007.28515625,-5.410372418165207,0.38662109375,0.2,-0.00815321556874551,0.0003,82529.79771728515,3490,0.04657594,,,,,
40.0,56.176849365234375,716800,,,,,,,,,,,,,,,
,,716800,,,,,,,,,,,1599.53599685,457,350,1567,40.0
40.0,58.241817474365234,717824,0.0,35949.8046875,-5.374493652582169,0.367431640625,0.2,-0.004689651849184883,0.0003,79774.98332519531,3500,0.0449049,,,,,
40.0,64.02857208251953,718848,,,,,,,,,,,,,,,
40.0,55.40934371948242,719872,5.960464477539063e-08,33205.6484375,-5.357643280923367,0.364404296875,0.2,-0.0066977350288652815,0.0003,72711.02618408203,3510,0.044753693,,,,,
40.0,54.94786071777344,720896,,,,,,,,,,,,,,,
40.0,61.64624786376953,721920,0.0,33437.890625,-5.368087509274483,0.35966796875,0.2,-0.011024192086188123,0.0003,72887.1810180664,3520,0.043264344,,,,,
40.0,58.617549896240234,722944,,,,,,,,,,,,,,,
40.0,61.06526184082031,723968,-1.1920928955078125e-07,34643.84375,-5.368503712117672,0.356298828125,0.2,-0.011803588131442666,0.0003,64980.27624511719,3530,0.043614864,,,,,
40.0,55.49201202392578,724992,,,,,,,,,,,,,,,
40.0,57.194664001464844,726016,-1.1920928955078125e-07,31173.091796875,-5.3674224585294725,0.390673828125,0.2,-0.012713565248122904,0.0003,69245.76057128907,3540,0.05413937,,,,,
40.0,59.96405029296875,727040,,,,,,,,,,,,,,,
40.0,64.86312866210938,728064,0.0,41695.4921875,-5.338561752438546,0.368896484375,0.2,-0.019914170402626042,0.0003,77928.79565429688,3550,0.046283327,,,,,
40.0,59.05736541748047,729088,,,,,,,,,,,,,,,
40.0,58.768592834472656,730112,0.0,30293.17578125,-5.3252915143966675,0.39521484375,0.2,0.003467565971368458,0.0003,66340.26459960938,3560,0.04804152,,,,,
40.0,55.43110656738281,731136,,,,,,,,,,,,,,,
40.0,62.711700439453125,732160,5.960464477539063e-08,32546.400390625,-5.3176521301269535,0.3578125,0.2,-0.00928971068788087,0.0003,68691.85711669922,3570,0.043181334,,,,,
40.0,61.16501235961914,733184,,,,,,,,,,,,,,,
40.0,57.49965286254883,734208,-1.1920928955078125e-07,39604.3515625,-5.279232104122639,0.361279296875,0.2,-0.017374555465357842,0.0003,70059.5142944336,3580,0.038364016,,,,,
40.0,61.35258483886719,735232,,,,,,,,,,,,,,,
40.0,55.1199951171875,736256,0.0,31292.779296875,-5.23383656591177,0.358837890625,0.2,-0.011935638943396044,0.0003,62816.06650390625,3590,0.04016743,,,,,
40.0,51.846622467041016,737280,,,,,,,,,,,,,,,
,,737280,,,,,,,,,,,1517.5737583700002,458,360,1606,40.0
40.0,57.29896545410156,738304,0.0,30161.541015625,-5.225399094820022,0.35625,0.2,-0.014700150521821342,0.0003,63131.00620117188,3600,0.039817803,,,,,
40.0,55.326515197753906,739328,,,,,,,,,,,,,,,
40.0,57.99354553222656,740352,0.0,38635.07421875,-5.227373233437538,0.3892578125,0.2,-0.0025095410339417866,0.0003,71485.58376464844,3610,0.048939258,,,,,
40.0,54.93926239013672,741376,,,,,,,,,,,,,,,
40.0,51.985137939453125,742400,0.0,36976.765625,-5.229199190437794,0.362548828125,0.2,-0.008981180787668564,0.0003,76677.40712890626,3620,0.043549918,,,,,
40.0,56.08143615722656,743424,,,,,,,,,,,,,,,
40.0,55.80459976196289,744448,0.0,28627.28515625,-5.257090181112289,0.354833984375,0.2,-0.008962438805610873,0.0003,66525.05256347657,3630,0.042512476,,,,,
40.0,62.499855041503906,745472,,,,,,,,,,,,,,,
40.0,50.74687194824219,746496,0.0,27652.875,-5.226640191674233,0.368505859375,0.2,-0.019254195534449535,0.0003,62847.46650390625,3640,0.045137912,,,,,
40.0,59.90153884887695,747520,,,,,,,,,,,,,,,
40.0,55.81513595581055,748544,5.960464477539063e-08,33139.328125,-5.174597716331482,0.3373046875,0.2,-0.0017684937971353064,0.0003,74832.23210449218,3650,0.036760535,,,,,
40.0,58.23548126220703,749568,,,,,,,,,,,,,,,
40.0,63.78514862060547,750592,0.0,38924.15234375,-5.160115678608418,0.324609375,0.2,-0.01299671993328957,0.0003,70646.02752685547,3660,0.038577907,,,,,
40.0,63.110435485839844,751616,,,,,,,,,,,,,,,
40.0,64.10063934326172,752640,0.0,34962.3046875,-5.162201979756356,0.343017578125,0.2,-0.009184254951833282,0.0003,66827.22607421875,3670,0.0397204,,,,,
40.0,57.47698974609375,753664,,,,,,,,,,,,,,,
40.0,58.38457489013672,754688,0.0,30800.365234375,-5.1436814472079275,0.3541015625,0.2,-0.00779919175838586,0.0003,64285.35433349609,3680,0.03975846,,,,,
40.0,55.74018859863281,755712,,,,,,,,,,,,,,,
40.0,60.59599685668945,756736,0.0,29045.380859375,-5.1406023189425465,0.373681640625,0.2,-0.007338636487838812,0.0003,67396.09479980469,3690,0.043732055,,,,,
40.0,48.025306701660156,757760,,,,,,,,,,,,,,,
,,757760,,,,,,,,,,,1543.75498221,460,370,1646,40.0
40.0,60.637840270996094,758784,0.0,35539.87890625,-5.182312960922718,0.326025390625,0.2,-0.010160018618626055,0.0003,61695.04594726562,3700,0.03868049,,,,,
40.0,58.58641052246094,759808,,,,,,,,,,,,,,,
40.0,61.025901794433594,760832,0.0,29926.234375,-5.1635788306593895,0.355078125,0.2,-0.015712647259351797,0.0003,67604.44677734375,3710,0.042318903,,,,,
40.0,58.32568359375,761856,,,,,,,,,,,,,,,
40.0,61.50276184082031,762880,0.0,34761.9609375,-5.1362561419606205,0.348974609375,0.2,-0.005029662538436242,0.0003,64618.050048828125,3720,0.037220046,,,,,
40.0,60.696353912353516,763904,,,,,,,,,,,,,,,
40.0,66.00304412841797,764928,0.0,27842.2890625,-5.110383257269859,0.3265625,0.2,-0.006810278607008513,0.0003,65542.88673095703,3730,0.03757623,,,,,
40.0,60.09236526489258,765952,,,,,,,,,,,,,,,
40.0,59.93482971191406,766976,5.960464477539063e-08,34999.62890625,-5.06469399780035,0.33447265625,0.2,-0.013803200038819342,0.0003,64124.07524414062,3740,0.035220645,,,,,
40.0,57.54728698730469,768000,,,,,,,,,,,,,,,
40.0,56.4396858215332,769024,0.0,32285.552734375,-5.059533594548702,0.367724609375,0.2,-0.017044340474240017,0.0003,66852.9107421875,3750,0.03854263,,,,,
40.0,61.317325592041016,770048,,,,,,,,,,,,,,,
40.0,63.89474868774414,771072,0.0,29384.1015625,-5.0764101788401605,0.3134765625,0.2,-0.013281829713378102,0.0003,66035.5339111328,3760,0.032470793,,,,,
40.0,58.94950866699219,772096,,,,,,,,,,,,,,,
40.0,63.70003128051758,773120,1.1920928955078125e-07,29528.9140625,-5.078368744254112,0.34501953125,0.2,-0.011467371923208703,0.0003,68556.86931152343,3770,0.035089336,,,,,
40.0,56.403228759765625,774144,,,,,,,,,,,,,,,
40.0,62.834083557128906,775168,0.0,31764.912109375,-5.063950429856777,0.310498046875,0.2,-0.0071445525318267755,0.0003,63034.334204101564,3780,0.034759555,,,,,
40.0,61.3006477355957,776192,,,,,,,,,,,,,,,
40.0,59.514495849609375,777216,0.0,28787.169921875,-5.083425664901734,0.281005859375,0.2,-0.010302593049709685,0.0003,68943.43276367188,3790,0.029310852,,,,,
40.0,57.117469787597656,778240,,,,,,,,,,,,,,,
,,778240,,,,,,,,,,,1581.69620425,461,380,1686,40.0
40.0,58.655635833740234,779264,5.960464477539063e-08,31830.62109375,-5.14368548989296,0.34462890625,0.2,-0.0034719990027952006,0.0003,67118.75913085937,3800,0.04009495,,,,,
40.0,67.35016632080078,780288,,,,,,,,,,,,,,,
40.0,51.584686279296875,781312,0.0,28658.75,-5.1945001751184465,0.356396484375,0.2,-0.003773622328299098,0.0003,65907.90751953125,3810,0.040862583,,,,,
40.0,62.760311126708984,782336,,,,,,,,,,,,,,,
40.0,58.43832015991211,783360,0.0,29388.185546875,-5.197686204314232,0.35439453125,0.2,-0.010500504923402331,0.0003,59373.92521972656,3820,0.041950677,,,,,
40.0,58.03314971923828,784384,,,,,,,,,,,,,,,
40.0,56.69706344604492,785408,-1.1920928955078125e-07,26223.599609375,-5.174930880963802,0.35185546875,0.2,-0.0071994498954154554,0.0003,62705.89561767578,3830,0.041033275,,,,,
40.0,62.30316162109375,786432,,,,,,,,,,,,,,,
40.0,61.902748107910156,787456,0.0,35498.6953125,-5.155773763358593,0.33984375,0.2,-0.013028161009424366,0.0003,70977.12094726562,3840,0.03695875,,,,,
40.0,54.83073425292969,788480,,,,,,,,,,,,,,,
40.0,57.787940979003906,789504,5.960464477539063e-08,32257.87109375,-5.176727595925331,0.337646484375,0.2,-0.007663537941698451,0.0003,63848.455249023435,3850,0.03697373,,,,,
40.0,63.37866973876953,790528,,,,,,,,,,,,,,,
