time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/value_loss,train/loss,train/learning_rate,train/clip_range,train/clip_fraction,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean
158208,12.0,25.024520874023438,0.0,760,-0.02238794299628353,-2.3231126062572,0.07842243,5578.72645111084,2589.928466796875,0.0003,0.2,0.353076171875,,,,,
158720,12.0,22.86360740661621,,,,,,,,,,,,,,,
159232,12.0,22.871532440185547,,,,,,,,,,,,,,,
159744,12.0,24.657855987548828,,,,,,,,,,,,,,,
160256,12.0,22.762176513671875,-1.1920928955078125e-07,770,-0.028853603851166552,-2.3386372551321983,0.101999536,5615.725451660156,2767.427001953125,0.0003,0.2,0.4681640625,,,,,
160768,12.0,21.27130699157715,,,,,,,,,,,,,,,
161280,12.0,23.583120346069336,,,,,,,,,,,,,,,
161792,12.0,26.784282684326172,,,,,,,,,,,,,,,
162304,12.0,20.19135093688965,-1.1920928955078125e-07,780,-0.018917267298093066,-2.335263342410326,0.096900426,5604.33356628418,2452.461181640625,0.0003,0.2,0.37880859375,,,,,
162816,12.0,20.255390167236328,,,,,,,,,,,,,,,
163328,12.0,18.44149398803711,,,,,,,,,,,,,,,
163840,12.0,20.861026763916016,,,,,,,,,,,,,,,
164352,12.0,21.087169647216797,0.0,790,-0.008283195525291377,-2.3250392101705075,0.10941662,5485.912344360351,2739.711181640625,0.0003,0.2,0.4216796875,,,,,
164864,12.0,21.528484344482422,,,,,,,,,,,,,,,
165376,12.0,21.86733627319336,,,,,,,,,,,,,,,
165888,12.0,22.5770263671875,,,,,,,,,,,,,,,
166400,12.0,22.395671844482422,5.960464477539063e-08,800,-0.019523812120314687,-2.3341533340513707,0.10534184,5752.411784362793,2468.6884765625,0.0003,0.2,0.465673828125,,,,,
166912,12.0,24.303157806396484,,,,,,,,,,,,,,,
167424,12.0,23.19204330444336,,,,,,,,,,,,,,,
167936,12.0,25.11623191833496,,,,,,,,,,,,,,,
168448,12.0,28.123205184936523,0.0,810,-0.01645498927682638,-2.317513170093298,0.10370229,5472.531597900391,2493.765625,0.0003,0.2,0.421044921875,,,,,
168960,12.0,24.010995864868164,,,,,,,,,,,,,,,
169472,12.0,22.0629940032959,,,,,,,,,,,,,,,
169984,12.0,23.591106414794922,,,,,,,,,,,,,,,
170496,12.0,24.12810516357422,0.0,820,-0.007656911546655465,-2.3185365058481695,0.11812924,5408.35298461914,2675.893798828125,0.0003,0.2,0.4287109375,,,,,
171008,12.0,24.567493438720703,,,,,,,,,,,,,,,
171520,12.0,24.400623321533203,,,,,,,,,,,,,,,
172032,12.0,25.17006492614746,,,,,,,,,,,,,,,
172544,12.0,25.29646110534668,0.0,830,-0.015871513861929996,-2.318742565065622,0.1106904,5407.893061828613,2489.86181640625,0.0003,0.2,0.438671875,,,,,
173056,12.0,24.51413345336914,,,,,,,,,,,,,,,
173568,12.0,20.812726974487305,,,,,,,,,,,,,,,
174080,12.0,24.2690486907959,,,,,,,,,,,,,,,
174080,,,,,,,,,,,,,219,12.0,70,653,188.11946453999997
174592,12.0,25.043550491333008,0.0,840,-0.013591005171474536,-2.3102415680885313,0.11624567,5235.310093688965,2501.660400390625,0.0003,0.2,0.419970703125,,,,,
175104,12.0,23.115163803100586,,,,,,,,,,,,,,,
175616,12.0,24.808284759521484,,,,,,,,,,,,,,,
176128,12.0,21.582965850830078,,,,,,,,,,,,,,,
176640,12.0,24.815156936645508,0.0,850,-0.021638410061132162,-2.3131621748209,0.11329507,5107.497327423096,2449.8662109375,0.0003,0.2,0.428857421875,,,,,
177152,12.0,23.506357192993164,,,,,,,,,,,,,,,
177664,12.0,24.08480453491211,,,,,,,,,,,,,,,
178176,12.0,21.830425262451172,,,,,,,,,,,,,,,
178688,12.0,25.16114616394043,0.0,860,-0.015842510350921657,-2.3161555983126165,0.11398563,5150.9396896362305,2138.63330078125,0.0003,0.2,0.45068359375,,,,,
179200,12.0,19.513538360595703,,,,,,,,,,,,,,,
179712,12.0,20.1475772857666,,,,,,,,,,,,,,,
180224,12.0,22.699756622314453,,,,,,,,,,,,,,,
180736,12.0,24.33053970336914,0.0,870,-0.020318425229925198,-2.322018977254629,0.10932874,5434.270648193359,2370.05224609375,0.0003,0.2,0.438818359375,,,,,
181248,12.0,26.201740264892578,,,,,,,,,,,,,,,
181760,12.0,24.1439266204834,,,,,,,,,,,,,,,
182272,12.0,26.280277252197266,,,,,,,,,,,,,,,
182784,12.0,25.636707305908203,0.0,880,-0.01899959878937807,-2.3300815857946873,0.0976718,5274.9322532653805,2393.079833984375,0.0003,0.2,0.42880859375,,,,,
183296,12.0,25.9105167388916,,,,,,,,,,,,,,,
183808,12.0,24.184123992919922,,,,,,,,,,,,,,,
184320,12.0,21.598876953125,,,,,,,,,,,,,,,
184832,12.0,24.92310333251953,0.0,890,-0.013579807162750512,-2.3155118241906165,0.090165526,5103.064708709717,2074.583251953125,0.0003,0.2,0.41279296875,,,,,
185344,12.0,23.427331924438477,,,,,,,,,,,,,,,
185856,12.0,21.619802474975586,,,,,,,,,,,,,,,
186368,12.0,23.399768829345703,,,,,,,,,,,,,,,
186880,12.0,23.9501895904541,0.0,900,-0.008836462852195836,-2.309064631164074,0.10146873,4994.632665252686,2162.351806640625,0.0003,0.2,0.425830078125,,,,,
187392,12.0,23.168148040771484,,,,,,,,,,,,,,,
187904,12.0,20.717863082885742,,,,,,,,,,,,,,,
188416,12.0,23.240530014038086,,,,,,,,,,,,,,,
188928,12.0,23.784435272216797,5.960464477539063e-08,910,-0.018541298639320303,-2.308230830729008,0.11732012,5147.2345321655275,2249.195556640625,0.0003,0.2,0.41865234375,,,,,
189440,12.0,22.735332489013672,,,,,,,,,,,,,,,
189952,12.0,22.962783813476562,,,,,,,,,,,,,,,
190464,12.0,22.265172958374023,,,,,,,,,,,,,,,
190976,12.0,25.925975799560547,0.0,920,0.0007063445897074416,-2.3135890677571296,0.112583116,5187.049864959717,2476.56689453125,0.0003,0.2,0.44638671875,,,,,
191488,12.0,23.471622467041016,,,,,,,,,,,,,,,
192000,12.0,22.094982147216797,,,,,,,,,,,,,,,
192512,12.0,27.228357315063477,,,,,,,,,,,,,,,
193024,12.0,22.470975875854492,0.0,930,-0.010219105906435289,-2.3204467236995696,0.088011615,4868.996640014649,2272.645263671875,0.0003,0.2,0.4146484375,,,,,
193536,12.0,25.715885162353516,,,,,,,,,,,,,,,
194048,12.0,23.387100219726562,,,,,,,,,,,,,,,
194560,12.0,22.493040084838867,,,,,,,,,,,,,,,
194560,,,,,,,,,,,,,251,12.0,80,651,193.56355643999999
195072,12.0,25.718799591064453,0.0,940,-0.016566826746566222,-2.3115391179919245,0.10767717,5013.251959991455,2528.75439453125,0.0003,0.2,0.43857421875,,,,,
195584,12.0,24.63443946838379,,,,,,,,,,,,,,,
196096,12.0,22.43256187438965,,,,,,,,,,,,,,,
196608,12.0,23.490745544433594,,,,,,,,,,,,,,,
197120,12.0,23.410449981689453,0.0,950,-0.00525236787943868,-2.309105761349201,0.108102605,4886.843000030518,2608.091064453125,0.0003,0.2,0.403515625,,,,,
197632,12.0,24.90950584411621,,,,,,,,,,,,,,,
198144,12.0,25.564708709716797,,,,,,,,,,,,,,,
198656,12.0,22.862842559814453,,,,,,,,,,,,,,,
199168,12.0,22.984010696411133,5.960464477539063e-08,960,-0.011336974349978846,-2.3127950973808766,0.10453215,5060.488845825195,2281.752685546875,0.0003,0.2,0.41318359375,,,,,
199680,12.0,19.733917236328125,,,,,,,,,,,,,,,
200192,12.0,23.407012939453125,,,,,,,,,,,,,,,
200704,12.0,22.71504783630371,,,,,,,,,,,,,,,
201216,12.0,22.51673126220703,5.960464477539063e-08,970,-0.0036072250557481313,-2.2754840262234213,0.13958247,4963.554765319825,2493.66162109375,0.0003,0.2,0.4759765625,,,,,
201728,12.0,22.93825340270996,,,,,,,,,,,,,,,
202240,12.0,23.06182289123535,,,,,,,,,,,,,,,
202752,12.0,24.242055892944336,,,,,,,,,,,,,,,
203264,12.0,25.02237319946289,0.0,980,-0.012778066688770195,-2.295616014301777,0.1288167,4922.905352020263,2287.029052734375,0.0003,0.2,0.49072265625,,,,,
203776,12.0,23.46487045288086,,,,,,,,,,,,,,,
204288,12.0,25.770904541015625,,,,,,,,,,,,,,,
204800,12.0,21.956356048583984,,,,,,,,,,,,,,,
205312,12.0,23.528072357177734,0.0,990,-0.014332021688460372,-2.301675359904766,0.11918241,4833.182155609131,1987.8306884765625,0.0003,0.2,0.428369140625,,,,,
205824,12.0,24.042200088500977,,,,,,,,,,,,,,,
206336,12.0,26.186077117919922,,,,,,,,,,,,,,,
206848,12.0,25.15774154663086,,,,,,,,,,,,,,,
207360,12.0,23.16874885559082,0.0,1000,-0.00364339997904608,-2.2939756602048873,0.12648284,4427.369760131836,1860.475830078125,0.0003,0.2,0.426806640625,,,,,
207872,12.0,22.040822982788086,,,,,,,,,,,,,,,
208384,12.0,19.343542098999023,,,,,,,,,,,,,,,
208896,12.0,22.305767059326172,,,,,,,,,,,,,,,
209408,12.0,23.41244125366211,0.0,1010,-0.011887816977105104,-2.3031869269907475,0.11343505,4490.584127807617,2129.123046875,0.0003,0.2,0.510302734375,,,,,
209920,12.0,22.36305046081543,,,,,,,,,,,,,,,
210432,12.0,25.932544708251953,,,,,,,,,,,,,,,
210944,12.0,25.543933868408203,,,,,,,,,,,,,,,
211456,12.0,22.397342681884766,0.0,1020,-0.006404812098480761,-2.313552059978247,0.10612814,4590.540264892578,2080.356201171875,0.0003,0.2,0.410498046875,,,,,
211968,12.0,23.593917846679688,,,,,,,,,,,,,,,
212480,12.0,21.225658416748047,,,,,,,,,,,,,,,
212992,12.0,23.25469970703125,,,,,,,,,,,,,,,
213504,12.0,22.327991485595703,0.0,1030,-0.0068730813363799825,-2.3109682723879814,0.098887846,4532.765867614746,1845.4854736328125,0.0003,0.2,0.396826171875,,,,,
214016,12.0,23.9943904876709,,,,,,,,,,,,,,,
214528,12.0,22.149927139282227,,,,,,,,,,,,,,,
215040,12.0,23.49557113647461,,,,,,,,,,,,,,,
215040,,,,,,,,,,,,,284,12.0,90,648,191.9423802
215552,12.0,26.537134170532227,0.0,1040,-0.00952010267355945,-2.3141492873430254,0.10823586,4642.286926269531,2386.640380859375,0.0003,0.2,0.42646484375,,,,,
216064,12.0,22.526586532592773,,,,,,,,,,,,,,,
216576,12.0,22.985183715820312,,,,,,,,,,,,,,,
217088,12.0,21.425342559814453,,,,,,,,,,,,,,,
217600,12.0,25.465490341186523,0.0,1050,-0.0056275723341968845,-2.3168711438775063,0.09138483,4499.668161773681,1575.9212646484375,0.0003,0.2,0.421826171875,,,,,
218112,12.0,24.340234756469727,,,,,,,,,,,,,,,
218624,12.0,21.967147827148438,,,,,,,,,,,,,,,
219136,12.0,22.751972198486328,,,,,,,,,,,,,,,
219648,12.0,26.508520126342773,0.0,1060,-0.01457709121168591,-2.31773354485631,0.08244938,4457.396131896972,2027.2357177734375,0.0003,0.2,0.36962890625,,,,,
220160,12.0,23.49151611328125,,,,,,,,,,,,,,,
