eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/learning_rate,train/entropy_loss,train/loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/approx_kl,train/value_loss,train/n_updates,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps
54.738006591796875,1024,40.0,,,,,,,,,,,,,,,
48.981483459472656,2048,40.0,,,,,,,,,,,,,,,
47.35820007324219,3072,40.0,0.4267578125,0.0003,-6.3967405840754505,68223.171875,-0.02974145567568485,0.00019633769989013672,0.2,0.07615467,157879.59650878905,10,,,,,
51.51850891113281,4096,40.0,,,,,,,,,,,,,,,
47.49956512451172,5120,40.0,0.4111328125,0.0003,-6.396155361831188,70049.5,-0.02523873340978753,-1.1920928955078125e-07,0.2,0.07553628,154933.27807617188,20,,,,,
49.509033203125,6144,40.0,,,,,,,,,,,,,,,
53.013301849365234,7168,40.0,0.417529296875,0.0003,-6.395626682043075,85209.4453125,-0.03186682751111221,0.0,0.2,0.07174905,164229.58315429688,30,,,,,
49.529144287109375,8192,40.0,,,,,,,,,,,,,,,
52.778465270996094,9216,40.0,0.4150390625,0.0003,-6.395136024057865,80508.1171875,-0.03246354486909695,-1.1920928955078125e-07,0.2,0.07607927,162672.70405273436,40,,,,,
51.403282165527344,10240,40.0,,,,,,,,,,,,,,,
45.333168029785156,11264,40.0,0.43125,0.0003,-6.394682143628597,82026.6953125,-0.030227056791773066,1.1920928955078125e-07,0.2,0.07917827,184020.65004882813,50,,,,,
45.66630935668945,12288,40.0,,,,,,,,,,,,,,,
54.27656555175781,13312,40.0,0.41123046875,0.0003,-6.394173020124436,87831.375,-0.03222548678895691,0.0,0.2,0.07348338,175967.19775390625,60,,,,,
47.57978820800781,14336,40.0,,,,,,,,,,,,,,,
56.77497863769531,15360,40.0,0.414208984375,0.0003,-6.3935913890600204,87956.2265625,-0.028237322992936242,-1.1920928955078125e-07,0.2,0.080353186,185753.14711914063,70,,,,,
56.534576416015625,16384,40.0,,,,,,,,,,,,,,,
46.4413948059082,17408,40.0,0.403173828125,0.0003,-6.393061581254005,80126.1875,-0.03487300862034317,0.0,0.2,0.07517888,183723.4457519531,80,,,,,
52.30609893798828,18432,40.0,,,,,,,,,,,,,,,
50.20732116699219,19456,40.0,0.4169921875,0.0003,-6.392983993887901,85145.2578125,-0.031222501400043255,0.0,0.2,0.072885245,166334.22316894532,90,,,,,
54.525245666503906,20480,40.0,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,40.0,10,37,1261.69176312,550
51.23246765136719,21504,40.0,0.427685546875,0.0003,-6.392778073251248,93767.0,-0.02744294060394168,-1.1920928955078125e-07,0.2,0.078272164,169183.7578125,100,,,,,
55.73048782348633,22528,40.0,,,,,,,,,,,,,,,
51.94096374511719,23552,40.0,0.416259765625,0.0003,-6.392235279083252,95582.6640625,-0.03195095121045597,0.0,0.2,0.07093841,167550.328515625,110,,,,,
46.84956741333008,24576,40.0,,,,,,,,,,,,,,,
47.41930389404297,25600,40.0,0.40400390625,0.0003,-6.391774256527424,90647.46875,-0.034844820149010046,5.960464477539063e-08,0.2,0.06827573,190059.0365722656,120,,,,,
48.92823791503906,26624,40.0,,,,,,,,,,,,,,,
50.922325134277344,27648,40.0,0.41982421875,0.0003,-6.391231887042522,80537.0625,-0.02770114131271839,0.0,0.2,0.07829912,167976.39514160156,130,,,,,
54.296836853027344,28672,40.0,,,,,,,,,,,,,,,
47.89565658569336,29696,40.0,0.42724609375,0.0003,-6.390622743964196,77261.9140625,-0.02446022193180397,-1.1920928955078125e-07,0.2,0.07574731,154519.65046386718,140,,,,,
56.05773162841797,30720,40.0,,,,,,,,,,,,,,,
51.563690185546875,31744,40.0,0.434765625,0.0003,-6.389998550713062,93585.046875,-0.03369713433785364,1.7881393432617188e-07,0.2,0.07369738,171479.44541015624,150,,,,,
53.04135513305664,32768,40.0,,,,,,,,,,,,,,,
51.30061721801758,33792,40.0,0.40146484375,0.0003,-6.3894352778792385,81325.4140625,-0.029360368248308077,0.0,0.2,0.06973678,160749.87397460936,160,,,,,
43.16191864013672,34816,40.0,,,,,,,,,,,,,,,
45.393959045410156,35840,40.0,0.423193359375,0.0003,-6.388707657158375,80311.015625,-0.030552548839477823,0.0,0.2,0.07721712,170238.8111328125,170,,,,,
48.194114685058594,36864,40.0,,,,,,,,,,,,,,,
54.876319885253906,37888,40.0,0.420166015625,0.0003,-6.388115690648556,88359.171875,-0.026201825037423986,1.1920928955078125e-07,0.2,0.07519828,178860.03696289062,180,,,,,
49.383155822753906,38912,40.0,,,,,,,,,,,,,,,
48.61407470703125,39936,40.0,0.410498046875,0.0003,-6.387685967981815,85715.7734375,-0.02212461316375993,1.7881393432617188e-07,0.2,0.075561896,172674.6669921875,190,,,,,
40.389503479003906,40960,40.0,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,40.0,20,74,1255.63459732,549
53.092193603515625,41984,40.0,0.413818359375,0.0003,-6.387136377394199,69878.6328125,-0.029433583689387886,-2.384185791015625e-07,0.2,0.076343484,152790.69370117187,200,,,,,
56.98515701293945,43008,40.0,,,,,,,,,,,,,,,
46.550819396972656,44032,40.0,0.413671875,0.0003,-6.386402462422848,77890.0234375,-0.031997548506478776,1.1920928955078125e-07,0.2,0.073790856,168354.51748046876,210,,,,,
51.19501876831055,45056,40.0,,,,,,,,,,,,,,,
51.697235107421875,46080,40.0,0.415869140625,0.0003,-6.385786582529545,71008.3828125,-0.031132916813658085,-1.1920928955078125e-07,0.2,0.07401207,153119.03491210938,220,,,,,
49.36072540283203,47104,40.0,,,,,,,,,,,,,,,
46.70106506347656,48128,40.0,0.405078125,0.0003,-6.38521570712328,79390.734375,-0.030274171916244087,1.1920928955078125e-07,0.2,0.075810656,158504.49965820313,230,,,,,
44.16924285888672,49152,40.0,,,,,,,,,,,,,,,
49.547725677490234,50176,40.0,0.41884765625,0.0003,-6.384458224475384,88667.0546875,-0.029837112841778434,0.0,0.2,0.07850312,179315.61606445312,240,,,,,
52.417442321777344,51200,40.0,,,,,,,,,,,,,,,
49.693504333496094,52224,40.0,0.431201171875,0.0003,-6.3838552549481395,91800.40625,-0.029002267686882986,0.0,0.2,0.08138687,168195.88022460937,250,,,,,
47.88215637207031,53248,40.0,,,,,,,,,,,,,,,
42.28563690185547,54272,40.0,0.418359375,0.0003,-6.383387154340744,83374.109375,-0.026279222170705906,0.0,0.2,0.0769006,167065.42602539062,260,,,,,
47.021148681640625,55296,40.0,,,,,,,,,,,,,,,
50.2066650390625,56320,40.0,0.420849609375,0.0003,-6.382556204497814,76791.3203125,-0.02828551893180702,2.384185791015625e-07,0.2,0.071245104,151030.4496582031,270,,,,,
48.21002197265625,57344,40.0,,,,,,,,,,,,,,,
50.40769958496094,58368,40.0,0.4181640625,0.0003,-6.381619095802307,82810.2578125,-0.03167053058859892,-2.384185791015625e-07,0.2,0.077861965,162111.9232421875,280,,,,,
50.83317947387695,59392,40.0,,,,,,,,,,,,,,,
51.77159881591797,60416,40.0,0.403857421875,0.0003,-6.380858278274536,57283.84765625,-0.027196770044974984,-1.1920928955078125e-07,0.2,0.07272945,123430.60080566406,290,,,,,
45.32361602783203,61440,40.0,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,40.0,30,111,1100.0216959599995,552
52.883079528808594,62464,40.0,0.402294921875,0.0003,-6.380083227157593,49110.796875,-0.020964780720532872,1.1920928955078125e-07,0.2,0.07690707,115546.77097167968,300,,,,,
46.98340606689453,63488,40.0,,,,,,,,,,,,,,,
45.34583282470703,64512,40.0,0.413232421875,0.0003,-6.379222215712071,82715.203125,-0.025337572293938137,0.0,0.2,0.066739835,156292.49145507812,310,,,,,
