time/total_timesteps,eval/mean_reward,eval/mean_ep_length,train/clip_range,train/clip_fraction,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/n_updates,train/learning_rate,train/explained_variance,train/loss,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations
226304,13.465359687805176,180.0,0.2,0.0029296875,-5.886099848151207,0.0010038419,0.0037192654461250642,4.0722394445489476e+24,1100,0.0003,0.0,3.4121297036503224e+24,,,,,
227328,13.085721969604492,180.0,,,,,,,,,,,,,,,
228352,13.852173805236816,180.0,0.2,0.017578125,-5.8860997900366785,0.0020816377,0.003985964577441337,4.809302657277114e+24,1110,0.0003,0.0,1.7578458712463805e+24,,,,,
229376,12.595062255859375,180.0,,,,,,,,,,,,,,,
230400,13.578107833862305,180.0,0.2,0.00927734375,-5.886099797487259,0.0010422932,0.0015346817724093853,4.941287987026039e+24,1120,0.0003,0.0,2.008110830481765e+24,,,,,
231424,12.969350814819336,180.0,,,,,,,,,,,,,,,
232448,13.512382507324219,180.0,0.2,0.0078125,-5.886099906265736,0.00093774206,0.0034756653760268817,5.383464959905652e+24,1130,0.0003,0.0,4.1144517260775377e+24,,,,,
233472,12.665546417236328,180.0,,,,,,,,,,,,,,,
234496,13.040010452270508,180.0,0.2,0.0009765625,-5.8860998474061486,0.00087316317,0.0031915933617710835,3.667109175878956e+24,1140,0.0003,0.0,1.4458728060895476e+24,,,,,
235520,12.93399429321289,180.0,,,,,,,,,,,,,,,
236544,13.531179428100586,180.0,0.2,0.0283203125,-5.8860998846590515,0.0024473225,0.002547738374050823,4.0926749210223884e+24,1150,0.0003,0.0,1.7366241892262703e+24,,,,,
237568,13.870765686035156,180.0,,,,,,,,,,,,,,,
238592,12.643755912780762,180.0,0.2,0.00634765625,-5.886099845170975,0.0011017105,0.0022478267856058665,3.4474682697580166e+24,1160,0.0003,0.0,1.1982525046705432e+24,,,,,
239616,13.281740188598633,180.0,,,,,,,,,,,,,,,
240640,14.101762771606445,180.0,0.2,0.021484375,-5.886099860817194,0.0021502343,0.0018529746143030935,4.8285694010083764e+24,1170,0.0003,0.0,1.2476511559176805e+24,,,,,
241664,12.440679550170898,180.0,,,,,,,,,,,,,,,
242688,14.124075889587402,180.0,0.2,0.0009765625,-5.886099826544523,0.0011316395,0.002725151066260878,4.1231496327465697e+24,1180,0.0003,0.0,2.4003165678353167e+24,,,,,
243712,14.80932903289795,180.0,,,,,,,,,,,,,,,
244736,13.50749397277832,180.0,0.2,0.00634765625,-5.886099896579981,0.0016494622,0.00259005937823531,4.0955932336524964e+24,1190,0.0003,0.0,2.1862191885450133e+24,,,,,
245760,13.813861846923828,180.0,,,,,,,,,,,,,,,
245760,,,,,,,,,,,,,845,290,180.0,-50357835061.58852,120
246784,13.768696784973145,180.0,0.2,0.01416015625,-5.886099863797426,0.0021393662,0.00894667307875352,4.7672797420923454e+24,1200,0.0003,0.0,2.3292156104158363e+24,,,,,
247808,12.589046478271484,180.0,,,,,,,,,,,,,,,
248832,13.575907707214355,180.0,0.2,0.02001953125,-5.8860998675227165,0.002030086,0.006812735145467741,6.192272152769605e+24,1210,0.0003,0.0,5.451474042383015e+24,,,,,
249856,13.24962329864502,180.0,,,,,,,,,,,,,,,
250880,12.494196891784668,180.0,0.2,0.0107421875,-5.886099667102099,0.00096790644,-0.0007282689330168068,3.990228281493902e+24,1220,0.0003,0.0,2.9271328083807455e+24,,,,,
251904,13.986875534057617,180.0,,,,,,,,,,,,,,,
252928,13.06962776184082,180.0,0.2,0.00732421875,-5.886099878698587,0.0009755041,0.0033376595840309163,5.33702465547456e+24,1230,0.0003,0.0,1.320526891878315e+24,,,,,
253952,13.873821258544922,180.0,,,,,,,,,,,,,,,
254976,13.882823944091797,180.0,0.2,0.015625,-5.8860997758805755,0.0014380973,-0.0009164185743429698,5.494865941966674e+24,1240,0.0003,0.0,3.3423442296675984e+24,,,,,
256000,12.78756332397461,180.0,,,,,,,,,,,,,,,
257024,13.660730361938477,180.0,0.2,0.03466796875,-5.8860997326672075,0.0029301806,0.00549940577329835,4.451291356116072e+24,1250,0.0003,0.0,1.087749013679243e+24,,,,,
258048,13.91565227508545,180.0,,,,,,,,,,,,,,,
259072,14.52815055847168,180.0,0.2,0.00244140625,-5.886099899560213,0.0010494161,0.003232959581873729,4.044549220316407e+24,1260,0.0003,0.0,1.3166875191527862e+24,,,,,
260096,15.51173210144043,180.0,,,,,,,,,,,,,,,
261120,13.301549911499023,180.0,0.2,0.02734375,-5.886099840700626,0.0021796287,0.005056315470210393,3.965813278473088e+24,1270,0.0003,0.0,1.3050711144179318e+24,,,,,
262144,13.434341430664062,180.0,,,,,,,,,,,,,,,
263168,13.433924674987793,180.0,0.2,0.0185546875,-5.88609981238842,0.0023900103,0.005391129753843415,4.2496489748921874e+24,1280,0.0003,0.0,2.5361425385234255e+24,,,,,
264192,12.732681274414062,180.0,,,,,,,,,,,,,,,
265216,13.325799942016602,180.0,0.2,0.0029296875,-5.886099791526794,0.0009372182,0.0010981683368299854,5.703625434527416e+24,1290,0.0003,0.0,3.24518522863137e+24,,,,,
266240,14.223199844360352,180.0,,,,,,,,,,,,,,,
266240,,,,,,,,,,,,,915,290,180.0,766440687608.8817,130
267264,12.610548973083496,180.0,0.2,0.00244140625,-5.8860998213291165,0.0009279923,0.0004237353228745633,3.7435906381542217e+24,1300,0.0003,0.0,1.9902680731612812e+24,,,,,
268288,12.082199096679688,180.0,,,,,,,,,,,,,,,
269312,15.225144386291504,180.0,0.2,0.033203125,-5.886099877208471,0.0027423955,0.006583519647392677,3.870675803923178e+24,1310,0.0003,0.0,9.730651013698325e+23,,,,,
270336,13.886520385742188,180.0,,,,,,,,,,,,,,,
271360,13.833135604858398,180.0,0.2,0.0263671875,-5.886099869012833,0.002700161,0.003045722917522653,5.426023474458125e+24,1320,0.0003,0.0,3.857122528553051e+24,,,,,
272384,13.852413177490234,180.0,,,,,,,,,,,,,,,
273408,15.026556968688965,180.0,0.2,0.00830078125,-5.8860998645424845,0.0015476822,0.0031348731316029445,4.501928965522507e+24,1330,0.0003,0.0,2.105950055205711e+24,,,,,
274432,14.957975387573242,180.0,,,,,,,,,,,,,,,
275456,13.036323547363281,180.0,0.2,0.0283203125,-5.88609980493784,0.0027040313,0.003153152593768027,4.440134126802455e+24,1340,0.0003,0.0,1.4145642138256321e+24,,,,,
276480,14.12136459350586,180.0,,,,,,,,,,,,,,,
277504,13.971975326538086,180.0,0.2,0.0107421875,-5.886099895089865,0.0016971985,0.006159710795327555,4.139037699926545e+24,1350,0.0003,0.0,2.70768861149764e+24,,,,,
278528,14.551376342773438,180.0,,,,,,,,,,,,,,,
279552,12.345243453979492,180.0,0.2,0.005859375,-5.886099872738123,0.0012993814,-0.0005180502746952697,5.330178758901152e+24,1360,0.0003,0.0,2.580074035995717e+24,,,,,
280576,13.07634162902832,180.0,,,,,,,,,,,,,,,
281600,13.453269958496094,180.0,0.2,0.0,-5.886099910736084,0.0007044039,0.002878660595342808,4.969799224901589e+24,1370,0.0003,0.0,3.244856069541805e+24,,,,,
282624,13.98784351348877,180.0,,,,,,,,,,,,,,,
283648,12.671823501586914,180.0,0.2,0.0205078125,-5.886099855601787,0.0015564014,0.0060453611567936605,5.01919624742192e+24,1380,0.0003,0.0,2.3140587278555223e+24,,,,,
284672,13.175832748413086,180.0,,,,,,,,,,,,,,,
285696,14.512928009033203,180.0,0.2,0.00830078125,-5.886099831014872,0.0012794418,0.0040961220085591775,5.005590627051095e+24,1390,0.0003,0.0,3.448132848165809e+24,,,,,
286720,14.756256103515625,180.0,,,,,,,,,,,,,,,
286720,,,,,,,,,,,,,985,290,180.0,292545957588.77277,140
287744,14.454628944396973,180.0,0.2,0.02490234375,-5.8860998444259165,0.002603378,0.002396181390577112,4.8432775248608e+24,1400,0.0003,0.0,2.0967105422677919e+24,,,,,
288768,13.52247428894043,180.0,,,,,,,,,,,,,,,
289792,13.582164764404297,180.0,0.2,0.013671875,-5.886099968850613,0.0018514681,0.0034175940085333424,2.970113034485416e+24,1410,0.0003,0.0,1.4142898185075357e+24,,,,,
290816,13.60474967956543,180.0,,,,,,,,,,,,,,,
291840,13.616329193115234,180.0,0.2,0.0107421875,-5.886099833995104,0.0019806745,0.005639650933000695,5.293282096166355e+24,1420,0.0003,0.0,2.128996956082802e+24,,,,,
292864,14.573153495788574,180.0,,,,,,,,,,,,,,,
293888,13.85240364074707,180.0,0.2,0.00732421875,-5.886099802702665,0.0017211877,0.005048127498230315,3.8485383467818094e+24,1430,0.0003,0.0,1.380404590796012e+24,,,,,
294912,12.740846633911133,180.0,,,,,,,,,,,,,,,
295936,13.715066909790039,180.0,0.2,0.01513671875,-5.886099786311388,0.00165908,0.004917323606787249,5.379332051000661e+24,1440,0.0003,0.0,3.1229697845355214e+24,,,,,
296960,13.676349639892578,180.0,,,,,,,,,,,,,,,
297984,12.765655517578125,180.0,0.2,0.01416015625,-5.886099772155285,0.002310833,0.008634405463089934,4.5230415044944977e+24,1450,0.0003,0.0,3.010539185249271e+24,,,,,
299008,12.980809211730957,180.0,,,,,,,,,,,,,,,
300032,12.915631294250488,180.0,0.2,0.01318359375,-5.886099782586098,0.0015755945,0.006401860137520999,3.99276418514799e+24,1460,0.0003,0.0,2.3627940168919464e+24,,,,,
301056,12.531835556030273,180.0,,,,,,,,,,,,,,,
302080,13.86236572265625,180.0,0.2,0.02197265625,-5.886099823564291,0.0014072782,0.00095391721042688,3.740258459918007e+24,1470,0.0003,0.0,2.049451857448393e+24,,,,,
303104,13.419153213500977,180.0,,,,,,,,,,,,,,,
304128,13.219134330749512,180.0,0.2,0.041015625,-5.886099877208471,0.0031734433,0.005610419805452693,3.7402490400764366e+24,1480,0.0003,0.0,1.3950508732449732e+24,,,,,
305152,13.305625915527344,180.0,,,,,,,,,,,,,,,
306176,13.515715599060059,180.0,0.2,0.0263671875,-5.886099871993065,0.002550217,0.0019516861626470926,4.474779344607217e+24,1490,0.0003,0.0,1.611155200644421e+24,,,,,
307200,14.038516998291016,180.0,,,,,,,,,,,,,,,
307200,,,,,,,,,,,,,1055,290,180.0,-255027342352.89926,150
308224,13.120965957641602,180.0,0.2,0.02783203125,-5.886099941283464,0.0023781694,0.0038367604900486187,4.853936442810188e+24,1500,0.0003,0.0,3.9054956561218405e+24,,,,,
309248,14.114404678344727,180.0,,,,,,,,,,,,,,,
310272,14.310129165649414,180.0,0.2,0.00146484375,-5.886099929362535,0.0008157239,0.0038417187755840133,3.929197973846592e+24,1510,0.0003,0.0,1.6240024932006312e+24,,,,,
311296,14.498529434204102,180.0,,,,,,,,,,,,,,,
312320,13.985291481018066,180.0,0.2,0.017578125,-5.8860998302698135,0.0022359397,0.008045484349895559,4.770026940229431e+24,1520,0.0003,0.0,2.3559886094806284e+24,,,,,
313344,13.173786163330078,180.0,,,,,,,,,,,,,,,
314368,13.264074325561523,180.0,0.2,0.01708984375,-5.886099909991026,0.002004623,0.009085295714612585,4.972874561274794e+24,1530,0.0003,0.0,2.2625041133947703e+24,,,,,
315392,13.363136291503906,180.0,,,,,,,,,,,,,,,
316416,13.62763786315918,180.0,0.2,0.009765625,-5.886099798232317,0.0013230287,0.007350022675382206,4.186090644439777e+24,1540,0.0003,0.0,1.622079564246135e+24,,,,,
317440,13.728760719299316,180.0,,,,,,,,,,,,,,,
318464,12.487127304077148,180.0,0.2,0.03515625,-5.886099943518639,0.0024477737,0.008340323573429486,5.451954390126821e+24,1550,0.0003,0.0,3.005179829635106e+24,,,,,
319488,13.580672264099121,180.0,,,,,,,,,,,,,,,
320512,12.930994033813477,180.0,0.2,0.0185546875,-5.886099868267775,0.0019597698,0.006760587133248919,4.012424618921978e+24,1560,0.0003,0.0,2.525957053490976e+24,,,,,
321536,12.401762008666992,180.0,,,,,,,,,,,,,,,
322560,14.961898803710938,180.0,0.2,0.0322265625,-5.886099871248007,0.0028318705,0.006850008079345571,2.902195921254533e+24,1570,0.0003,0.0,1.0784503414566186e+24,,,,,
323584,12.514036178588867,180.0,,,,,,,,,,,,,,,
324608,13.47779655456543,180.0,0.2,0.01611328125,-5.886099891364575,0.001555094,0.0025674797827377914,3.6297622045224583e+24,1580,0.0003,0.0,3.7683908072547465e+24,,,,,
325632,13.765907287597656,180.0,,,,,,,,,,,,,,,
326656,13.662650108337402,180.0,0.2,0.0,-5.886099845170975,0.00074414513,0.0019783609268415603,5.225890263543121e+24,1590,0.0003,0.0,3.4726286831438144e+24,,,,,
327680,13.68017578125,180.0,,,,,,,,,,,,,,,
327680,,,,,,,,,,,,,1125,291,180.0,-1947847296927.327,160
328704,14.374951362609863,180.0,0.2,0.0205078125,-5.886099929362535,0.0017262064,0.005121923930346384,4.44422433077434e+24,1600,0.0003,0.0,2.935937669911428e+24,,,,,
329728,12.920108795166016,180.0,,,,,,,,,,,,,,,
330752,12.776022911071777,180.0,0.2,0.0185546875,-5.886099853366614,0.0017294725,0.0057985579802334545,4.912664278730375e+24,1610,0.0003,0.0,1.6505306405608825e+24,,,,,
331776,14.074538230895996,180.0,,,,,,,,,,,,,,,
332800,13.186492919921875,180.0,0.2,0.0205078125,-5.886099889874458,0.0015353607,0.002505601845223282,4.177238193822192e+24,1620,0.0003,0.0,2.5847658500587146e+24,,,,,
333824,13.071123123168945,180.0,,,,,,,,,,,,,,,
334848,14.638433456420898,180.0,0.2,0.00390625,-5.886099820584059,0.001047798,-0.0017806647530960618,4.4959308119062565e+24,1630,0.0003,0.0,1.8735807435648342e+24,,,,,
335872,13.236686706542969,180.0,,,,,,,,,,,,,,,
336896,12.953540802001953,180.0,0.2,0.0126953125,-5.8860998585820195,0.0012261472,0.0008841474424116314,4.247413693493805e+24,1640,0.0003,0.0,2.3998473287829417e+24,,,,,
337920,13.95217227935791,180.0,,,,,,,,,,,,,,,
338944,13.859893798828125,180.0,0.2,0.017578125,-5.886099849641323,0.0017564459,0.0044537893112646994,3.82990825587554e+24,1650,0.0003,0.0,2.7807561647736033e+24,,,,,
339968,13.290060043334961,180.0,,,,,,,,,,,,,,,
340992,13.631021499633789,180.0,0.2,0.00439453125,-5.886099854856729,0.001499295,0.005684482776632649,5.051246446986115e+24,1660,0.0003,0.0,2.700689801503924e+24,,,,,
342016,14.03927993774414,180.0,,,,,,,,,,,,,,,
343040,13.332280158996582,180.0,0.2,0.02001953125,-5.886099892109632,0.0017380908,0.005592885521218704,3.079904558392204e+24,1670,0.0003,0.0,9.095288222300478e+23,,,,,
344064,13.830214500427246,180.0,,,,,,,,,,,,,,,
345088,13.806331634521484,180.0,0.2,0.0048828125,-5.886099840700626,0.0008739941,0.00105671343881113,4.0430074239052057e+24,1680,0.0003,0.0,6.75400368545923e+23,,,,,
346112,13.985889434814453,180.0,,,,,,,,,,,,,,,
347136,13.450425148010254,180.0,0.2,0.0087890625,-5.886099983751774,0.0013842393,0.005139875157601637,4.059213671074395e+24,1690,0.0003,0.0,1.6482072154987235e+24,,,,,
348160,13.535482406616211,180.0,,,,,,,,,,,,,,,
348160,,,,,,,,,,,,,1196,291,180.0,792047839092.2772,170
349184,13.100570678710938,180.0,0.2,0.0166015625,-5.886099777370691,0.0014346614,0.004051291773794219,4.867728588203831e+24,1700,0.0003,0.0,1.5401678059931443e+24,,,,,
350208,13.566434860229492,180.0,,,,,,,,,,,,,,,
351232,13.244720458984375,180.0,0.2,0.0107421875,-5.886099893599749,0.001195255,0.004390662879450247,3.6403639007482903e+24,1710,0.0003,0.0,1.3948217300959326e+24,,,,,
352256,12.707412719726562,180.0,,,,,,,,,,,,,,,
353280,13.213335037231445,180.0,0.2,0.0146484375,-5.886099936068058,0.0014539779,0.003139166049368214,5.499397433962796e+24,1720,0.0003,0.0,1.4034826205537273e+24,,,,,
354304,13.571561813354492,180.0,,,,,,,,,,,,,,,
355328,14.209465980529785,180.0,0.2,0.0234375,-5.886099838465452,0.002037521,0.00544372789809131,3.986790240181176e+24,1730,0.0003,0.0,1.3689187544215544e+24,,,,,
356352,13.209346771240234,180.0,,,,,,,,,,,,,,,
357376,14.578102111816406,180.0,0.2,0.01220703125,-5.886099854856729,0.0015390189,0.006155008957284736,3.5470860942148104e+24,1740,0.0003,0.0,1.2453986355280549e+24,,,,,
358400,13.063324928283691,180.0,,,,,,,,,,,,,,,
359424,13.320323944091797,180.0,0.2,0.02001953125,-5.886099823564291,0.0016892195,0.0035263947225757874,4.836453768771291e+24,1750,0.0003,0.0,2.5428297714805213e+24,,,,,
360448,13.705331802368164,180.0,,,,,,,,,,,,,,,
361472,13.619466781616211,180.0,0.2,0.03955078125,-5.886099825799465,0.002593527,0.005686047125345794,5.060175555624757e+24,1760,0.0003,0.0,1.3898878025169676e+24,,,,,
362496,12.853996276855469,180.0,,,,,,,,,,,,,,,
363520,14.984107971191406,180.0,0.2,0.0234375,-5.88609978184104,0.0024014711,0.006558903563200147,4.1996235027409933e+24,1770,0.0003,0.0,1.76314945428276e+24,,,,,
364544,13.990564346313477,180.0,,,,,,,,,,,,,,,
365568,13.617941856384277,180.0,0.2,0.046875,-5.886099861562252,0.002773063,0.009639178648285451,5.135915012143766e+24,1780,0.0003,0.0,3.0751979055313844e+24,,,,,
366592,14.130659103393555,180.0,,,,,,,,,,,,,,,
367616,14.436290740966797,180.0,0.2,0.01806640625,-5.886099848151207,0.0014242664,-6.593806228920585e-05,4.987333432955481e+24,1790,0.0003,0.0,2.7315978976601765e+24,,,,,
368640,13.973043441772461,180.0,,,,,,,,,,,,,,,
368640,,,,,,,,,,,,,1266,291,180.0,-1084325021897.5022,180
369664,14.512786865234375,180.0,0.2,0.0107421875,-5.886099820584059,0.0015522379,0.006051836704500602,6.128398235388056e+24,1800,0.0003,0.0,3.0657745016134803e+24,,,,,
370688,12.634905815124512,180.0,,,,,,,,,,,,,,,
371712,14.217061996459961,180.0,0.2,0.0,-5.88609989285469,0.00058795733,0.001820088942804432,4.363879199191326e+24,1810,0.0003,0.0,2.6451319553488007e+24,,,,,
372736,12.491939544677734,180.0,,,,,,,,,,,,,,,
373760,14.185966491699219,180.0,0.2,0.01708984375,-5.886099895834922,0.0025537908,0.006512184970415546,5.637051317110823e+24,1820,0.0003,0.0,3.017197883399128e+24,,,,,
374784,12.631227493286133,180.0,,,,,,,,,,,,,,,
375808,14.968856811523438,180.0,0.2,0.0400390625,-5.886099945753813,0.0023981454,0.003385905022150837,3.56579244378544e+24,1830,0.0003,0.0,2.0579733885193183e+24,,,,,
376832,14.753705978393555,180.0,,,,,,,,,,,,,,,
377856,14.245376586914062,180.0,0.2,0.0224609375,-5.886099816858769,0.0021068342,0.0054545810322451874,4.50391840453702e+24,1840,0.0003,0.0,1.4564628224549257e+24,,,,,
378880,13.277761459350586,180.0,,,,,,,,,,,,,,,
379904,12.8554105758667,180.0,0.2,0.01220703125,-5.886099919676781,0.0018079052,0.002665797424106131,4.968172584614057e+24,1850,0.0003,0.0,5.298534969571651e+24,,,,,
380928,12.95883846282959,180.0,,,,,,,,,,,,,,,
381952,13.571520805358887,180.0,0.2,0.00439453125,-5.8860998645424845,0.0012353597,0.0036346699227578936,3.8359209165995005e+24,1860,0.0003,0.0,1.609150846608662e+24,,,,,
382976,13.06130599975586,180.0,,,,,,,,,,,,,,,
384000,13.927592277526855,180.0,0.2,0.01513671875,-5.886099806427955,0.0022799578,0.006185225134140637,4.0896887156145884e+24,1870,0.0003,0.0,1.2743701117869442e+24,,,,,
385024,12.982824325561523,180.0,,,,,,,,,,,,,,,
386048,13.381086349487305,180.0,0.2,0.0068359375,-5.886099933832884,0.0010180409,0.00019434982550592395,3.8350970118707105e+24,1880,0.0003,0.0,2.9776154940725893e+24,,,,,
387072,13.352029800415039,180.0,,,,,,,,,,,,,,,
388096,13.578510284423828,180.0,0.2,0.0439453125,-5.886099713295698,0.0031879796,0.0009112927844398655,4.5842537812106515e+24,1890,0.0003,0.0,1.9953660038242766e+24,,,,,
389120,13.993062973022461,180.0,,,,,,,,,,,,,,,
389120,,,,,,,,,,,,,1336,291,180.0,596189112274.4735,190
390144,13.309703826904297,180.0,0.2,0.0,-5.886099770665169,0.0005291073,0.0019729994267891015,5.217752707349805e+24,1900,0.0003,0.0,2.56749537415008e+24,,,,,
391168,12.023759841918945,180.0,,,,,,,,,,,,,,,
392192,12.952556610107422,180.0,0.2,0.01708984375,-5.886099842190743,0.0014000912,0.0046752782429393845,4.7155181275560206e+24,1910,0.0003,0.0,1.4234977702192664e+24,,,,,
393216,13.805808067321777,180.0,,,,,,,,,,,,,,,
394240,14.463214874267578,180.0,0.2,0.02001953125,-5.8860998660326,0.002320468,0.0076179568466614,4.0550247863666847e+24,1920,0.0003,0.0,2.167474702492739e+24,,,,,
395264,13.5934419631958,180.0,,,,,,,,,,,,,,,
396288,13.682698249816895,180.0,0.2,0.00390625,-5.8860998876392845,0.0011694623,0.004955487702318351,4.7529533860159437e+24,1930,0.0003,0.0,1.9700469828919817e+24,,,,,
397312,12.600176811218262,180.0,,,,,,,,,,,,,,,
398336,14.118030548095703,180.0,0.2,0.0087890625,-5.886099792271852,0.0012398746,0.0021640577338985167,3.985807415243486e+24,1940,0.0003,0.0,1.3870700623597084e+24,,,,,
399360,13.556833267211914,180.0,,,,,,,,,,,,,,,
400384,14.029806137084961,180.0,0.2,0.015625,-5.8860998816788195,0.001993781,0.0032956283896055536,4.607415112024054e+24,1950,0.0003,0.0,2.13101860394113e+24,,,,,
401408,13.929473876953125,180.0,,,,,,,,,,,,,,,
402432,13.529557228088379,180.0,0.2,0.03466796875,-5.886099904030561,0.002834368,0.0037986566359904826,5.690594019506199e+24,1960,0.0003,0.0,2.746412074303246e+24,,,,,
403456,13.169210433959961,180.0,,,,,,,,,,,,,,,
404480,13.870182037353516,180.0,0.2,0.0263671875,-5.886099895089865,0.0031014173,0.005149817458004691,4.333100699068311e+24,1970,0.0003,0.0,2.321758225893663e+24,,,,,
405504,13.299001693725586,180.0,,,,,,,,,,,,,,,
406528,13.19808292388916,180.0,0.2,0.0205078125,-5.886099842935801,0.0023015034,0.009813955976096623,4.5053390951010016e+24,1980,0.0003,0.0,1.3307636819177192e+24,,,,,
