eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,train/n_updates,train/entropy_loss,train/clip_range,train/value_loss,train/policy_gradient_loss,train/approx_kl,rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps
50.596405029296875,347136,36.0,0.3623046875,0.0003,44113.66796875,1.1920928955078125e-07,1690,-6.175533241033554,0.2,100468.19006347656,-0.03462281778920442,0.04110474,,,,,
48.62049102783203,348160,36.0,,,,,,,,,,,,,,,
52.91924285888672,349184,36.0,0.354150390625,0.0003,46780.50390625,0.0,1700,-6.1751551002264025,0.2,97787.02463378906,-0.038650815022992904,0.04257106,,,,,
52.37187957763672,350208,36.0,,,,,,,,,,,,,,,
50.179840087890625,351232,36.0,0.3546875,0.0003,52727.30859375,0.0,1710,-6.170577089488506,0.2,117830.4582763672,-0.03910509355191607,0.041456334,,,,,
51.353004455566406,352256,36.0,,,,,,,,,,,,,,,
50.264408111572266,353280,36.0,0.36708984375,0.0003,43847.29296875,5.960464477539063e-08,1720,-6.16115415096283,0.2,102501.82526855469,-0.03950222284765914,0.04339865,,,,,
52.25896072387695,354304,36.0,,,,,,,,,,,,,,,
49.50257873535156,355328,36.0,0.3609375,0.0003,54455.76953125,0.0,1730,-6.154035373032093,0.2,100823.70991210938,-0.034052975149825214,0.043373242,,,,,
53.41975021362305,356352,36.0,,,,,,,,,,,,,,,
49.08403778076172,357376,36.0,0.346923828125,0.0003,51961.578125,0.0,1740,-6.1558943256735805,0.2,106566.990625,-0.030903845716966315,0.039587963,,,,,
51.81977844238281,358400,36.0,,,,,,,,,,,,,,,
50.184600830078125,359424,36.0,0.3671875,0.0003,44239.1328125,0.0,1750,-6.153753542900086,0.2,103281.76984863282,-0.034724497846036685,0.040849738,,,,,
50.746376037597656,360448,36.0,,,,,,,,,,,,,,,
55.72722244262695,361472,36.0,0.345849609375,0.0003,55340.796875,0.0,1760,-6.146106377243996,0.2,109177.90808105469,-0.03530325106985401,0.03886342,,,,,
51.91492462158203,362496,36.0,,,,,,,,,,,,,,,
56.83500671386719,363520,36.0,0.3615234375,0.0003,57985.890625,0.0,1770,-6.1432996720075606,0.2,95849.473828125,-0.03474508044018876,0.042536274,,,,,
52.60467529296875,364544,36.0,,,,,,,,,,,,,,,
,364544,,,,,,,,,,,,1255.10007168,237,90,36.0,774
