eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/clip_range,train/value_loss,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/approx_kl,train/learning_rate,train/loss,train/clip_fraction,train/explained_variance,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean
27.0,470016,54.35075759887695,0.2,21.522041073441507,-0.014503327819693369,2290,-3.515745110809803,0.015398185,0.0003,9.67232608795166,0.1845703125,0.0,,,,,
27.0,471040,54.60589599609375,,,,,,,,,,,,,,,
,471040,,,,,,,,,,,,230,55.874370389999996,1491,315,27.0
27.0,472064,54.833499908447266,0.2,21.93046755194664,-0.014948390836070757,2300,-3.5190219841897488,0.015696544,0.0003,12.347770690917969,0.1830078125,0.0,,,,,
27.0,473088,56.79540252685547,,,,,,,,,,,,,,,
27.0,474112,55.77766036987305,0.2,19.572106406092644,-0.013146686280379072,2310,-3.5365044064819813,0.014939725,0.0003,13.045881271362305,0.1638671875,1.7881393432617188e-07,,,,,
27.0,475136,56.88148498535156,,,,,,,,,,,,,,,
27.0,476160,59.5800895690918,0.2,21.808002185821532,-0.013404081398039124,2320,-3.5263440482318402,0.014971783,0.0003,11.999935150146484,0.168798828125,0.0,,,,,
27.0,477184,56.597625732421875,,,,,,,,,,,,,,,
27.0,478208,56.66551208496094,0.2,21.03336575627327,-0.01599844095762819,2330,-3.5231385678052902,0.015587283,0.0003,10.043498039245605,0.1845703125,1.1920928955078125e-07,,,,,
27.0,479232,56.88780975341797,,,,,,,,,,,,,,,
27.0,480256,57.934730529785156,0.2,20.173769369721413,-0.011855474225012586,2340,-3.5095772594213486,0.015162946,0.0003,11.468535423278809,0.1267578125,1.1920928955078125e-07,,,,,
27.0,481280,54.19151306152344,,,,,,,,,,,,,,,
27.0,482304,56.79945373535156,0.2,21.514944103360175,-0.018712252312980127,2350,-3.5172159388661384,0.015741598,0.0003,13.176873207092285,0.199169921875,5.960464477539063e-08,,,,,
27.0,483328,53.29282760620117,,,,,,,,,,,,,,,
27.0,484352,59.651126861572266,0.2,22.100742623209953,-0.01039744705776684,2360,-3.5090517535805703,0.013745088,0.0003,9.418037414550781,0.127294921875,0.0,,,,,
27.0,485376,59.462623596191406,,,,,,,,,,,,,,,
27.0,486400,54.33317565917969,0.2,23.03454319834709,-0.014171696122502908,2370,-3.5086192928254603,0.015447486,0.0003,12.55628776550293,0.17841796875,0.0,,,,,
27.0,487424,58.061363220214844,,,,,,,,,,,,,,,
27.0,488448,55.52582550048828,0.2,20.426460647583006,-0.01643892281135777,2380,-3.494546591490507,0.016994271,0.0003,9.723264694213867,0.193212890625,0.0,,,,,
27.0,489472,55.548797607421875,,,,,,,,,,,,,,,
27.0,490496,56.79554748535156,0.2,19.67575280368328,-0.015911101718666033,2390,-3.5075976699590683,0.014183198,0.0003,9.400561332702637,0.185693359375,0.0,,,,,
27.0,491520,59.01594924926758,,,,,,,,,,,,,,,
,491520,,,,,,,,,,,,240,56.700493699999996,1556,315,27.0
27.0,492544,55.18968963623047,0.2,21.997088807821275,-0.012893556887865998,2400,-3.4940079152584076,0.014170591,0.0003,9.932217597961426,0.151220703125,0.0,,,,,
27.0,493568,58.105186462402344,,,,,,,,,,,,,,,
27.0,494592,58.88313293457031,0.2,19.963132545351982,-0.012384561853832566,2410,-3.4939564898610116,0.014421539,0.0003,10.823681831359863,0.139501953125,0.0,,,,,
27.0,495616,57.826995849609375,,,,,,,,,,,,,,,
27.0,496640,57.57725524902344,0.2,22.691935104131698,-0.0158610028505791,2420,-3.5021523416042326,0.015811142,0.0003,13.228519439697266,0.190966796875,0.0,,,,,
27.0,497664,59.81439208984375,,,,,,,,,,,,,,,
27.0,498688,55.25920867919922,0.2,19.80093682706356,-0.012118179602839518,2430,-3.5118356443941594,0.015837684,0.0003,9.871399879455566,0.14267578125,1.1920928955078125e-07,,,,,
27.0,499712,59.18971252441406,,,,,,,,,,,,,,,
27.0,500736,54.47660446166992,0.2,22.1975468814373,-0.012945629937166813,2440,-3.5105892717838287,0.015312543,0.0003,12.908812522888184,0.16513671875,-1.1920928955078125e-07,,,,,
27.0,501760,59.34661865234375,,,,,,,,,,,,,,,
27.0,502784,59.538719177246094,0.2,19.062687623500825,-0.015324347360001411,2450,-3.52309789583087,0.014625246,0.0003,11.017683982849121,0.196728515625,0.0,,,,,
27.0,503808,53.42579650878906,,,,,,,,,,,,,,,
27.0,504832,57.74102020263672,0.2,19.852240815758705,-0.012904923934547697,2460,-3.5264562919735907,0.014386699,0.0003,7.481705665588379,0.167919921875,0.0,,,,,
27.0,505856,56.093902587890625,,,,,,,,,,,,,,,
27.0,506880,54.88861846923828,0.2,24.124300214648247,-0.011759044344944413,2470,-3.521537661552429,0.013873134,0.0003,13.392533302307129,0.122509765625,0.0,,,,,
27.0,507904,56.91278076171875,,,,,,,,,,,,,,,
27.0,508928,55.79446792602539,0.2,19.67902191877365,-0.012727121010539123,2480,-3.519686744362116,0.012986403,0.0003,9.62376594543457,0.128955078125,0.0,,,,,
27.0,509952,58.60832977294922,,,,,,,,,,,,,,,
27.0,510976,59.59471893310547,0.2,22.641851222515108,-0.015831340331351383,2490,-3.5139337912201882,0.016537255,0.0003,11.622406005859375,0.19345703125,0.0,,,,,
27.0,512000,56.338809967041016,,,,,,,,,,,,,,,
,512000,,,,,,,,,,,,250,56.40457506,1621,315,27.0
27.0,513024,56.33065414428711,0.2,19.413148698210716,-0.012119390722364187,2500,-3.520650292932987,0.014830811,0.0003,9.864331245422363,0.163037109375,-1.1920928955078125e-07,,,,,
27.0,514048,57.904937744140625,,,,,,,,,,,,,,,
27.0,515072,54.50926971435547,0.2,19.182759830355643,-0.012775857410451863,2510,-3.508233890682459,0.014879591,0.0003,7.929705619812012,0.141015625,0.0,,,,,
27.0,516096,56.11957550048828,,,,,,,,,,,,,,,
27.0,517120,56.446815490722656,0.2,25.499099740386008,-0.011574074627424125,2520,-3.5151757061481477,0.01524193,0.0003,11.240571022033691,0.141455078125,5.960464477539063e-08,,,,,
27.0,518144,57.78911590576172,,,,,,,,,,,,,,,
27.0,519168,59.17555236816406,0.2,21.91859193444252,-0.014651742157002445,2530,-3.503444001823664,0.01422081,0.0003,7.7239990234375,0.165966796875,0.0,,,,,
27.0,520192,52.83863067626953,,,,,,,,,,,,,,,
27.0,521216,59.61743927001953,0.2,21.72665994167328,-0.019183008901018185,2540,-3.5154360972344874,0.017027212,0.0003,11.337020874023438,0.198193359375,0.0,,,,,
27.0,522240,54.718780517578125,,,,,,,,,,,,,,,
27.0,523264,58.923744201660156,0.2,20.200254970788954,-0.013476339446788188,2550,-3.519960004836321,0.014256091,0.0003,9.009756088256836,0.153759765625,1.1920928955078125e-07,,,,,
27.0,524288,58.278282165527344,,,,,,,,,,,,,,,
27.0,525312,58.476104736328125,0.2,20.577121850848197,-0.015137588037759997,2560,-3.5256732530891894,0.016677598,0.0003,11.434623718261719,0.1734375,0.0,,,,,
27.0,526336,53.955322265625,,,,,,,,,,,,,,,
27.0,527360,57.781471252441406,0.2,18.762412628531457,-0.009429572761291638,2570,-3.539702393114567,0.01373557,0.0003,8.448986053466797,0.122314453125,-1.1920928955078125e-07,,,,,
27.0,528384,57.11668014526367,,,,,,,,,,,,,,,
27.0,529408,55.348907470703125,0.2,18.316362884640693,-0.013492337333445903,2580,-3.5186167135834694,0.014573624,0.0003,8.662278175354004,0.14384765625,0.0,,,,,
27.0,530432,57.43940734863281,,,,,,,,,,,,,,,
27.0,531456,57.249507904052734,0.2,21.85226174890995,-0.014365027437452226,2590,-3.5090527035295964,0.014609367,0.0003,7.473804950714111,0.14794921875,0.0,,,,,
27.0,532480,57.50778579711914,,,,,,,,,,,,,,,
,532480,,,,,,,,,,,,260,55.8505349,1686,315,27.0
27.0,533504,57.512290954589844,0.2,20.55525678396225,-0.015463217112846905,2600,-3.516558203101158,0.016130514,0.0003,7.973328590393066,0.16630859375,-1.1920928955078125e-07,,,,,
27.0,534528,59.14921569824219,,,,,,,,,,,,,,,
27.0,535552,58.24201202392578,0.2,20.04403162896633,-0.013164509582566097,2610,-3.5130602031946183,0.012437938,0.0003,8.38439655303955,0.152978515625,0.0,,,,,
27.0,536576,50.976539611816406,,,,,,,,,,,,,,,
27.0,537600,55.715599060058594,0.2,21.954991498589514,-0.02210322761529824,2620,-3.528288047015667,0.017356366,0.0003,10.710653305053711,0.22236328125,0.0,,,,,
27.0,538624,54.541011810302734,,,,,,,,,,,,,,,
27.0,539648,56.174476623535156,0.2,20.953901851177214,-0.012331974196422379,2630,-3.530912919342518,0.015819073,0.0003,8.611740112304688,0.1654296875,0.0,,,,,
27.0,540672,56.0327262878418,,,,,,,,,,,,,,,
27.0,541696,56.22300720214844,0.2,19.301107427477838,-0.01145112691592658,2640,-3.5002690978348254,0.016235268,0.0003,9.067389488220215,0.149609375,0.0,,,,,
27.0,542720,54.09485626220703,,,,,,,,,,,,,,,
27.0,543744,60.394775390625,0.2,18.525518232583998,-0.0109443794368417,2650,-3.503287434577942,0.010738894,0.0003,9.942144393920898,0.12880859375,1.1920928955078125e-07,,,,,
27.0,544768,53.407203674316406,,,,,,,,,,,,,,,
27.0,545792,57.62669372558594,0.2,20.71540371179581,-0.01887428859627107,2660,-3.538976776599884,0.017606797,0.0003,12.970742225646973,0.22236328125,1.1920928955078125e-07,,,,,
27.0,546816,60.211326599121094,,,,,,,,,,,,,,,
27.0,547840,57.5391731262207,0.2,22.29942186176777,-0.01160459128441289,2670,-3.5318730264902114,0.014317457,0.0003,13.92682933807373,0.134228515625,5.960464477539063e-08,,,,,
27.0,548864,56.086143493652344,,,,,,,,,,,,,,,
27.0,549888,56.841278076171875,0.2,20.01147723197937,-0.010500686081650201,2680,-3.5361203461885453,0.015346518,0.0003,10.67098617553711,0.1330078125,0.0,,,,,
27.0,550912,54.274478912353516,,,,,,,,,,,,,,,
27.0,551936,58.94660186767578,0.2,19.7545255869627,-0.011839518447231967,2690,-3.5529126010835173,0.017314624,0.0003,11.109729766845703,0.13671875,0.0,,,,,
27.0,552960,57.35055923461914,,,,,,,,,,,,,,,
,552960,,,,,,,,,,,,270,55.41963525999999,1751,315,27.0
27.0,553984,55.45248794555664,0.2,20.473583817481995,-0.012009260916238418,2700,-3.536082933098078,0.01226403,0.0003,12.003170013427734,0.134326171875,0.0,,,,,
27.0,555008,58.480812072753906,,,,,,,,,,,,,,,
27.0,556032,59.77748107910156,0.2,19.468197309970854,-0.011671484966063872,2710,-3.5383678548038007,0.016251009,0.0003,6.7000041007995605,0.15810546875,0.0,,,,,
27.0,557056,57.32016372680664,,,,,,,,,,,,,,,
27.0,558080,56.67616653442383,0.2,20.60333608686924,-0.01675470056507038,2720,-3.5343285836279392,0.01714708,0.0003,10.45814037322998,0.200048828125,0.0,,,,,
27.0,559104,53.83488464355469,,,,,,,,,,,,,,,
27.0,560128,55.89167404174805,0.2,21.813031074404716,-0.0164821935351938,2730,-3.54563712105155,0.017189186,0.0003,12.487543106079102,0.18193359375,5.960464477539063e-08,,,,,
27.0,561152,59.746421813964844,,,,,,,,,,,,,,,
27.0,562176,56.74481201171875,0.2,20.900546905398368,-0.013821663676935714,2740,-3.527878013253212,0.014632108,0.0003,10.867145538330078,0.1580078125,0.0,,,,,
27.0,563200,56.40791320800781,,,,,,,,,,,,,,,
27.0,564224,55.88002014160156,0.2,19.065493628382683,-0.014185194448509719,2750,-3.5258458144962788,0.016136967,0.0003,8.450590133666992,0.155029296875,1.1920928955078125e-07,,,,,
27.0,565248,54.387176513671875,,,,,,,,,,,,,,,
27.0,566272,56.106719970703125,0.2,21.557139486074448,-0.017005228587368037,2760,-3.5171827293932436,0.015158,0.0003,11.629595756530762,0.191943359375,5.960464477539063e-08,,,,,
27.0,567296,58.31301498413086,,,,,,,,,,,,,,,
27.0,568320,54.90879821777344,0.2,21.659642738103866,-0.013983934407588095,2770,-3.5197909489274024,0.012196586,0.0003,11.712276458740234,0.168896484375,5.960464477539063e-08,,,,,
27.0,569344,57.311126708984375,,,,,,,,,,,,,,,
27.0,570368,58.44035339355469,0.2,16.714564031362535,-0.014233919903927018,2780,-3.5295050755143165,0.015470158,0.0003,8.138528823852539,0.168701171875,0.0,,,,,
27.0,571392,57.70450210571289,,,,,,,,,,,,,,,
27.0,572416,57.373382568359375,0.2,19.820488184690475,-0.011842396260180976,2790,-3.5316027224063875,0.014525393,0.0003,11.649330139160156,0.147314453125,0.0,,,,,
27.0,573440,53.46689987182617,,,,,,,,,,,,,,,
,573440,,,,,,,,,,,,280,57.539861890000005,1816,315,27.0
27.0,574464,61.24103927612305,0.2,20.813651663064956,-0.013554605841636657,2800,-3.5360160738229753,0.015755432,0.0003,11.069611549377441,0.175537109375,0.0,,,,,
27.0,575488,56.644378662109375,,,,,,,,,,,,,,,
27.0,576512,55.30098342895508,0.2,20.256084617972373,-0.011864052375312895,2810,-3.5076680071651936,0.012754941,0.0003,10.089213371276855,0.152392578125,0.0,,,,,
27.0,577536,55.630550384521484,,,,,,,,,,,,,,,
27.0,578560,59.26084899902344,0.2,19.41982804834843,-0.01782196401327383,2820,-3.5200495541095735,0.014687264,0.0003,10.05919075012207,0.185888671875,1.1920928955078125e-07,,,,,
27.0,579584,58.31427764892578,,,,,,,,,,,,,,,
27.0,580608,58.583290100097656,0.2,23.372760644555093,-0.01330012081307359,2830,-3.5075982861220836,0.016203579,0.0003,8.060297966003418,0.166455078125,0.0,,,,,
27.0,581632,61.51759338378906,,,,,,,,,,,,,,,
27.0,582656,55.636016845703125,0.2,22.358603048324586,-0.014989231602521613,2840,-3.511498052626848,0.015747294,0.0003,9.800186157226562,0.17138671875,0.0,,,,,
27.0,583680,56.31433868408203,,,,,,,,,,,,,,,
27.0,584704,60.32646179199219,0.2,20.520217102766036,-0.0166596581984777,2850,-3.5058474063873293,0.015174012,0.0003,9.685457229614258,0.190380859375,1.1920928955078125e-07,,,,,
27.0,585728,54.095619201660156,,,,,,,,,,,,,,,
27.0,586752,59.49580764770508,0.2,18.469127106666566,-0.01605026772886049,2860,-3.508964117616415,0.01538459,0.0003,8.664949417114258,0.201220703125,0.0,,,,,
27.0,587776,57.813941955566406,,,,,,,,,,,,,,,
27.0,588800,55.794822692871094,0.2,21.972783455252646,-0.009853357627434889,2870,-3.5134836941957475,0.013281394,0.0003,8.298908233642578,0.1259765625,0.0,,,,,
27.0,589824,60.14687728881836,,,,,,,,,,,,,,,
27.0,590848,55.835350036621094,0.2,21.576154983043672,-0.017835698669659904,2880,-3.5275728315114976,0.017710615,0.0003,9.69327449798584,0.202685546875,5.960464477539063e-08,,,,,
27.0,591872,58.26243209838867,,,,,,,,,,,,,,,
27.0,592896,55.256385803222656,0.2,19.15170641541481,-0.01797314203577116,2890,-3.5412624038755895,0.016415847,0.0003,10.134740829467773,0.225048828125,0.0,,,,,
27.0,593920,57.986854553222656,,,,,,,,,,,,,,,
,593920,,,,,,,,,,,,290,57.01605744000001,1881,315,27.0
27.0,594944,54.78675079345703,0.2,19.475358179211618,-0.014906488714041188,2900,-3.536721868813038,0.014292335,0.0003,10.795894622802734,0.1705078125,0.0,,,,,
27.0,595968,55.68011474609375,,,,,,,,,,,,,,,
27.0,596992,57.71229934692383,0.2,21.63604080379009,-0.014576346683315932,2910,-3.5417574495077133,0.016025798,0.0003,11.576056480407715,0.177099609375,5.960464477539063e-08,,,,,
27.0,598016,60.99922561645508,,,,,,,,,,,,,,,
27.0,599040,54.06432342529297,0.2,21.383013862371445,-0.011448367060802411,2920,-3.5405207268893717,0.014254864,0.0003,8.7271146774292,0.134033203125,0.0,,,,,
27.0,600064,58.60950469970703,,,,,,,,,,,,,,,
