eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
27.0,50.53595733642578,91136,0.466748046875,0.2,0.0003,0.07705499,-0.051201796013629064,31.83780935406685,16.994333267211914,440,-3.782613480836153,0.0,,,,,
27.0,51.44902801513672,92160,,,,,,,,,,,,,,,
27.0,53.97142791748047,93184,0.48125,0.2,0.0003,0.07463883,-0.04538014912977815,29.374736928939818,14.308341026306152,450,-3.7468088552355767,5.960464477539063e-08,,,,,
27.0,50.88301467895508,94208,,,,,,,,,,,,,,,
27.0,53.020538330078125,95232,0.513818359375,0.2,0.0003,0.07584846,-0.05428507247706875,30.898542940616608,11.161733627319336,460,-3.726693030446768,5.960464477539063e-08,,,,,
27.0,47.26614761352539,96256,,,,,,,,,,,,,,,
27.0,53.08277893066406,97280,0.488671875,0.2,0.0003,0.07861082,-0.045356796673149805,26.94423977136612,12.425910949707031,470,-3.706803950667381,0.0,,,,,
27.0,50.44363784790039,98304,,,,,,,,,,,,,,,
27.0,53.56241989135742,99328,0.4693359375,0.2,0.0003,0.08676146,-0.03751622516429052,31.607027965784074,14.734018325805664,480,-3.7080672688782217,0.0,,,,,
27.0,48.506980895996094,100352,,,,,,,,,,,,,,,
27.0,52.06245422363281,101376,0.451025390625,0.2,0.0003,0.07762494,-0.04641543814796023,28.768163031339647,13.074567794799805,490,-3.7034494198858736,0.0,,,,,
27.0,52.392433166503906,102400,,,,,,,,,,,,,,,
,,102400,,,,,,,,,,,53.86480418000001,515,27.0,50,198
27.0,49.128334045410156,103424,0.506689453125,0.2,0.0003,0.09721801,-0.04676025784210651,27.659842965006828,15.293767929077148,500,-3.6610144175589086,0.0,,,,,
27.0,51.0948600769043,104448,,,,,,,,,,,,,,,
27.0,51.92418670654297,105472,0.493408203125,0.2,0.0003,0.10002137,-0.04425368153606542,28.733837616443633,14.96825122833252,510,-3.639352302253246,0.0,,,,,
27.0,50.549739837646484,106496,,,,,,,,,,,,,,,
27.0,53.324073791503906,107520,0.4888671875,0.2,0.0003,0.09756702,-0.04619927787425695,28.019068866968155,12.429790496826172,520,-3.616887318342924,0.0,,,,,
27.0,49.76976013183594,108544,,,,,,,,,,,,,,,
