time/total_timesteps,eval/mean_ep_length,eval/mean_reward,train/entropy_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/loss,train/clip_range,train/explained_variance,train/learning_rate,train/policy_gradient_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations
27648,180.0,14.340354919433594,-5.884085778146982,0.01611328125,0.0023944764,15.476178301870823,130,9.538159370422363,0.2,0.3901565670967102,3e-05,-0.018057660518752527,,,,,
28672,180.0,14.778465270996094,,,,,,,,,,,,,,,
29696,180.0,14.494514465332031,-5.883860118687153,0.006640625,0.0023485012,12.315474547073245,140,10.692996978759766,0.2,0.3274785876274109,3e-05,-0.021408851716478237,,,,,
30720,180.0,13.628711700439453,,,,,,,,,,,,,,,
31744,180.0,12.710577011108398,-5.883595894277096,0.02724609375,0.0032854723,12.189666698500513,150,9.491133689880371,0.2,0.34203004837036133,3e-05,-0.01961674802369089,,,,,
32768,180.0,12.93052864074707,,,,,,,,,,,,,,,
33792,180.0,14.323196411132812,-5.883564763516188,0.003857421875,0.0024228785,13.195078772306442,160,9.539395332336426,0.2,0.37126660346984863,3e-05,-0.017863581611891277,,,,,
34816,180.0,13.738272666931152,,,,,,,,,,,,,,,
35840,180.0,13.706803321838379,-5.883257732540369,0.0169921875,0.0025879345,13.624120636284351,170,16.55426597595215,0.2,0.250924289226532,3e-05,-0.016958540242922027,,,,,
36864,180.0,13.698267936706543,,,,,,,,,,,,,,,
37888,180.0,13.98494815826416,-5.883326435089112,0.0201171875,0.0026420858,15.486812978982925,180,10.587641716003418,0.2,0.2758113145828247,3e-05,-0.019648428286018316,,,,,
38912,180.0,13.118282318115234,,,,,,,,,,,,,,,
39936,180.0,14.010366439819336,-5.883093788474798,0.029833984375,0.0029565783,14.539712021499872,190,15.276313781738281,0.2,0.31052494049072266,3e-05,-0.016914012372581055,,,,,
40960,180.0,13.0315580368042,,,,,,,,,,,,,,,
40960,,,,,,,,,,,,,13.52050676,180.0,161,253,20
41984,180.0,14.593442916870117,-5.882693482190371,0.009130859375,0.002318102,11.883260601758957,200,5.084262847900391,0.2,0.3644590377807617,3e-05,-0.020742242804408305,,,,,
43008,180.0,14.289027214050293,,,,,,,,,,,,,,,
44032,180.0,12.801260948181152,-5.882937373965978,0.002587890625,0.0020661193,12.74366631358862,210,5.632916450500488,0.2,0.3761214017868042,3e-05,-0.0213500563208072,,,,,
45056,180.0,13.240724563598633,,,,,,,,,,,,,,,
46080,180.0,13.099641799926758,-5.882288926094771,0.017138671875,0.0028207877,10.067864123359323,220,7.100481033325195,0.2,0.4876657724380493,3e-05,-0.01576304194095428,,,,,
47104,180.0,13.792567253112793,,,,,,,,,,,,,,,
48128,180.0,13.772603988647461,-5.882218254357577,0.014501953125,0.002886637,11.077436088398098,230,6.779184818267822,0.2,0.4553413391113281,3e-05,-0.019264097083214436,,,,,
49152,180.0,14.537015914916992,,,,,,,,,,,,,,,
50176,180.0,12.659095764160156,-5.881727012246847,0.015087890625,0.0021856274,10.192695082351566,240,7.943454265594482,0.2,0.5421756505966187,3e-05,-0.019248692921246403,,,,,
51200,180.0,14.413204193115234,,,,,,,,,,,,,,,
52224,180.0,13.613581657409668,-5.881440979242325,0.004443359375,0.0022643856,12.333258067443968,250,13.455146789550781,0.2,0.44234633445739746,3e-05,-0.020425834415800637,,,,,
53248,180.0,12.59440803527832,,,,,,,,,,,,,,,
54272,180.0,13.134810447692871,-5.8815357379615305,0.0107421875,0.0026010051,10.271500761434435,260,7.0635881423950195,0.2,0.45078498125076294,3e-05,-0.017265978545037797,,,,,
55296,180.0,13.51901626586914,,,,,,,,,,,,,,,
56320,180.0,14.607934951782227,-5.881107502430678,0.0142578125,0.0027307305,12.36179803200066,270,5.087607383728027,0.2,0.4382163882255554,3e-05,-0.019713223848157213,,,,,
57344,180.0,14.009700775146484,,,,,,,,,,,,,,,
58368,180.0,14.799556732177734,-5.880646906048059,0.00732421875,0.0023436828,13.658178636431694,280,13.15956974029541,0.2,0.42521703243255615,3e-05,-0.01674982830299996,,,,,
59392,180.0,13.65615463256836,,,,,,,,,,,,,,,
60416,180.0,12.10853385925293,-5.88071288689971,0.023828125,0.004222336,10.114672685787081,290,3.945640802383423,0.2,0.4695243835449219,3e-05,-0.023647344556957252,,,,,
61440,180.0,14.066385269165039,,,,,,,,,,,,,,,
61440,,,,,,,,,,,,,13.48083228,180.0,242,253,30
62464,180.0,14.47414779663086,-5.88029681071639,0.021533203125,0.002979788,12.597435492277146,300,1.7936804294586182,0.2,0.46801066398620605,3e-05,-0.016696746973320842,,,,,
63488,180.0,13.23916244506836,,,,,,,,,,,,,,,
64512,180.0,12.56716537475586,-5.880387991666794,0.0119140625,0.0023269355,11.561879190802575,310,4.233287334442139,0.2,0.4062751531600952,3e-05,-0.01452512976466096,,,,,
65536,180.0,14.150188446044922,,,,,,,,,,,,,,,
66560,180.0,14.481300354003906,-5.879849395900965,0.019140625,0.0030862307,11.633368178829551,320,10.412500381469727,0.2,0.4466792941093445,3e-05,-0.01985656172473682,,,,,
67584,180.0,13.474788665771484,,,,,,,,,,,,,,,
68608,180.0,13.811279296875,-5.8802044436335565,0.00439453125,0.0016607225,14.943721194565295,330,9.569575309753418,0.2,0.309289813041687,3e-05,-0.016072332428302617,,,,,
69632,180.0,14.605169296264648,,,,,,,,,,,,,,,
70656,180.0,14.993228912353516,-5.8796092718839645,0.019189453125,0.0026561636,11.766835494339466,340,8.35491943359375,0.2,0.3661212921142578,3e-05,-0.019730974157209858,,,,,
71680,180.0,13.478157043457031,,,,,,,,,,,,,,,
72704,180.0,13.644437789916992,-5.879648000001907,0.014013671875,0.0028689262,11.773962070792914,350,5.699419021606445,0.2,0.45581692457199097,3e-05,-0.018812573731702288,,,,,
73728,180.0,13.064330101013184,,,,,,,,,,,,,,,
74752,180.0,12.484524726867676,-5.879399926960469,0.015966796875,0.002301588,10.729195144772529,360,5.5132670402526855,0.2,0.42461317777633667,3e-05,-0.022423412836360512,,,,,
75776,180.0,13.230390548706055,,,,,,,,,,,,,,,
76800,180.0,12.802501678466797,-5.880004727840424,0.032568359375,0.0034263497,11.498877710476517,370,6.257914066314697,0.2,0.46554744243621826,3e-05,-0.01794702184633934,,,,,
77824,180.0,13.13370132446289,,,,,,,,,,,,,,,
78848,180.0,13.892695426940918,-5.879494499415159,0.01318359375,0.0022708606,13.737783171236515,380,4.2827839851379395,0.2,0.3759709596633911,3e-05,-0.014631300510518485,,,,,
79872,180.0,14.890201568603516,,,,,,,,,,,,,,,
80896,180.0,13.134035110473633,-5.879314909875393,0.023046875,0.00339311,12.610962192714215,390,15.31353759765625,0.2,0.41355472803115845,3e-05,-0.018201516913541126,,,,,
81920,180.0,13.477252960205078,,,,,,,,,,,,,,,
81920,,,,,,,,,,,,,13.582582020000002,180.0,324,252,40
82944,180.0,14.728346824645996,-5.8790935829281805,0.02734375,0.003964288,12.16083527766168,400,8.206313133239746,0.2,0.29503077268600464,3e-05,-0.019347461848519744,,,,,
83968,180.0,13.114971160888672,,,,,,,,,,,,,,,
84992,180.0,13.125443458557129,-5.877950037270784,0.021826171875,0.003442973,12.170754267275333,410,6.94945764541626,0.2,0.4048050045967102,3e-05,-0.020928049708891193,,,,,
86016,180.0,13.56540298461914,,,,,,,,,,,,,,,
87040,180.0,14.330926895141602,-5.877565908432007,0.003515625,0.0022366366,13.010282303020357,420,4.932185649871826,0.2,0.2787671685218811,3e-05,-0.01957076280086767,,,,,
88064,180.0,13.280200958251953,,,,,,,,,,,,,,,
89088,180.0,13.9420166015625,-5.877406145632267,0.024755859375,0.003421384,11.24337292984128,430,6.587374210357666,0.2,0.3982226848602295,3e-05,-0.020584856987989043,,,,,
90112,180.0,13.025697708129883,,,,,,,,,,,,,,,
91136,180.0,13.018857955932617,-5.877738954126835,0.024853515625,0.0029670112,12.980668284371495,440,9.611761093139648,0.2,0.38558483123779297,3e-05,-0.01603503267542692,,,,,
92160,180.0,15.175801277160645,,,,,,,,,,,,,,,
93184,180.0,12.50926685333252,-5.877105437964201,0.011279296875,0.0025675073,10.052487250044942,450,8.633203506469727,0.2,0.45988935232162476,3e-05,-0.024221498971019172,,,,,
94208,180.0,14.658979415893555,,,,,,,,,,,,,,,
95232,180.0,14.482808113098145,-5.877658974379301,0.022265625,0.0030606291,13.470154404640198,460,5.892146110534668,0.2,0.4255145192146301,3e-05,-0.019061114257056033,,,,,
96256,180.0,12.370414733886719,,,,,,,,,,,,,,,
97280,180.0,13.61495304107666,-5.8764310397207735,0.01552734375,0.0029132944,14.005299857258796,470,8.94050121307373,0.2,0.2263953685760498,3e-05,-0.0166811769886408,,,,,
98304,180.0,14.576234817504883,,,,,,,,,,,,,,,
99328,180.0,14.449817657470703,-5.87598245665431,0.04921875,0.00444551,12.916702899336816,480,9.38582706451416,0.2,0.4054218530654907,3e-05,-0.020025049321338882,,,,,
100352,180.0,13.344633102416992,,,,,,,,,,,,,,,
101376,180.0,13.77081298828125,-5.8771163642406465,0.0236328125,0.0034617798,12.74654093272984,490,10.49809741973877,0.2,0.3936138153076172,3e-05,-0.01979498898908787,,,,,
102400,180.0,12.237031936645508,,,,,,,,,,,,,,,
102400,,,,,,,,,,,,,13.24664685,180.0,407,251,50
103424,180.0,12.93586540222168,-5.876047722250223,0.020068359375,0.0031162747,10.428863278962671,500,9.143168449401855,0.2,0.4854809641838074,3e-05,-0.02157133279615664,,,,,
104448,180.0,13.787139892578125,,,,,,,,,,,,,,,
105472,180.0,13.650835990905762,-5.875787287950516,0.00927734375,0.0025270227,11.733553649485112,510,12.142817497253418,0.2,0.5019387006759644,3e-05,-0.02010423036335851,,,,,
106496,180.0,13.373321533203125,,,,,,,,,,,,,,,
107520,180.0,13.611787796020508,-5.875938635319471,0.01083984375,0.0022783931,12.327603761851787,520,5.631855010986328,0.2,0.37989699840545654,3e-05,-0.017808262893959183,,,,,
108544,180.0,13.308436393737793,,,,,,,,,,,,,,,
109568,180.0,13.372872352600098,-5.875490605831146,0.011865234375,0.0020658316,12.900199969112872,530,10.571775436401367,0.2,0.3729894161224365,3e-05,-0.01882475490710931,,,,,
110592,180.0,13.843240737915039,,,,,,,,,,,,,,,
111616,180.0,13.679616928100586,-5.875427062064409,0.021728515625,0.002886414,11.977216506004334,540,4.748793601989746,0.2,0.31535452604293823,3e-05,-0.02024140983721736,,,,,
112640,180.0,13.540754318237305,,,,,,,,,,,,,,,
113664,180.0,12.56306266784668,-5.87534885853529,0.005615234375,0.0023890901,11.255672482028604,550,6.453675270080566,0.2,0.3342963457107544,3e-05,-0.01969022478770057,,,,,
114688,180.0,14.431045532226562,,,,,,,,,,,,,,,
115712,180.0,13.888696670532227,-5.87424344420433,0.018896484375,0.0029068145,12.249093301966786,560,7.262261867523193,0.2,0.3353951573371887,3e-05,-0.018838099227650673,,,,,
116736,180.0,12.571599960327148,,,,,,,,,,,,,,,
117760,180.0,13.99631404876709,-5.873321921378374,0.003515625,0.0025921399,10.519454539194703,570,9.233948707580566,0.2,0.4415566325187683,3e-05,-0.020859734764962924,,,,,
118784,180.0,13.539791107177734,,,,,,,,,,,,,,,
119808,180.0,14.376775741577148,-5.8724015690386295,0.0541015625,0.0044899224,10.256105192005634,580,5.4889655113220215,0.2,0.4547985792160034,3e-05,-0.018140859111372264,,,,,
120832,180.0,15.077524185180664,,,,,,,,,,,,,,,
121856,180.0,13.53329086303711,-5.874155565351248,0.0271484375,0.0030965793,11.674393408745527,590,8.250253677368164,0.2,0.4853096604347229,3e-05,-0.020987726229941474,,,,,
122880,180.0,13.958375930786133,,,,,,,,,,,,,,,
122880,,,,,,,,,,,,,13.524583339999998,180.0,488,251,60
123904,180.0,14.158483505249023,-5.874299277365208,0.0060546875,0.0019836703,11.056142335757613,600,8.114121437072754,0.2,0.47002971172332764,3e-05,-0.01951550512203539,,,,,
124928,180.0,13.989787101745605,,,,,,,,,,,,,,,
125952,180.0,13.833695411682129,-5.874076618999243,0.027294921875,0.0034042678,11.37337267138064,610,8.070178031921387,0.2,0.46107959747314453,3e-05,-0.02105630019068485,,,,,
126976,180.0,13.9610595703125,,,,,,,,,,,,,,,
