eval/mean_reward,time/total_timesteps,eval/mean_ep_length,train/approx_kl,train/loss,train/value_loss,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_fraction,train/clip_range,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations
48.73521423339844,197632,27.0,0.016062502,13.144914627075195,26.888379442691804,0.0003,-4.023553222417831,-0.018576272277277893,0.0,960,0.209375,0.2,,,,,
50.9114875793457,198656,27.0,,,,,,,,,,,,,,,
48.162105560302734,199680,27.0,0.016194211,13.350558280944824,28.226173627376557,0.0003,-4.012044152617454,-0.020627110621717293,0.0,970,0.21181640625,0.2,,,,,
49.57196807861328,200704,27.0,,,,,,,,,,,,,,,
53.734886169433594,201728,27.0,0.014778115,12.903485298156738,29.638664263486863,0.0003,-3.973812621086836,-0.019468175429210532,0.0,980,0.184619140625,0.2,,,,,
53.46450424194336,202752,27.0,,,,,,,,,,,,,,,
50.97111511230469,203776,27.0,0.015065532,12.012887001037598,28.3125268638134,0.0003,-3.9726350508630275,-0.01856666085222969,5.960464477539063e-08,990,0.190283203125,0.2,,,,,
46.21392059326172,204800,27.0,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,647,316,27.0,50.95953743000001,100
54.943336486816406,205824,27.0,0.013924271,9.519061088562012,24.7124816685915,0.0003,-3.977627059072256,-0.021546968306211056,0.0,1000,0.226171875,0.2,,,,,
57.416282653808594,206848,27.0,,,,,,,,,,,,,,,
56.17180633544922,207872,27.0,0.016157338,15.071878433227539,26.831807571649552,0.0003,-3.942102686315775,-0.020572231593541802,0.0,1010,0.18876953125,0.2,,,,,
55.092987060546875,208896,27.0,,,,,,,,,,,,,,,
55.597713470458984,209920,27.0,0.017162709,13.932451248168945,29.048721194267273,0.0003,-3.9436248771846296,-0.017399296288203914,0.0,1020,0.19541015625,0.2,,,,,
52.90217590332031,210944,27.0,,,,,,,,,,,,,,,
53.723472595214844,211968,27.0,0.015023585,17.579957962036133,28.041344064474107,0.0003,-3.913774985820055,-0.019747843756340443,0.0,1030,0.214013671875,0.2,,,,,
54.31199645996094,212992,27.0,,,,,,,,,,,,,,,
53.38554382324219,214016,27.0,0.019719392,15.75390338897705,24.25698464810848,0.0003,-3.87935880869627,-0.021706172748235986,5.960464477539063e-08,1040,0.248095703125,0.2,,,,,
46.25947952270508,215040,27.0,,,,,,,,,,,,,,,
56.5643424987793,216064,27.0,0.016974173,12.930689811706543,23.93174057006836,0.0003,-3.8830449163913725,-0.018098094195011072,0.0,1050,0.198974609375,0.2,,,,,
49.62931823730469,217088,27.0,,,,,,,,,,,,,,,
51.95162582397461,218112,27.0,0.01676686,10.068807601928711,29.492582565546037,0.0003,-3.876637776196003,-0.019578692702634726,0.0,1060,0.188232421875,0.2,,,,,
54.69131851196289,219136,27.0,,,,,,,,,,,,,,,
50.79066467285156,220160,27.0,0.019028736,12.083511352539062,28.094151550531386,0.0003,-3.855259769409895,-0.02269939539328334,0.0,1070,0.241748046875,0.2,,,,,
57.296966552734375,221184,27.0,,,,,,,,,,,,,,,
52.32788848876953,222208,27.0,0.017239215,17.211349487304688,26.675519502162935,0.0003,-3.850472969561815,-0.017105375946266578,0.0,1080,0.196435546875,0.2,,,,,
53.980674743652344,223232,27.0,,,,,,,,,,,,,,,
52.19352340698242,224256,27.0,0.01768748,11.703493118286133,23.927733877301215,0.0003,-3.85885886028409,-0.020199985199724324,0.0,1090,0.20068359375,0.2,,,,,
53.319175720214844,225280,27.0,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,713,315,27.0,53.52470372999999,110
56.07651901245117,226304,27.0,0.015483826,13.648096084594727,27.760922306776045,0.0003,-3.8221770144999025,-0.015478367985633668,0.0,1100,0.17568359375,0.2,,,,,
47.83900451660156,227328,27.0,,,,,,,,,,,,,,,
54.21476745605469,228352,27.0,0.015214242,15.254666328430176,27.42822083234787,0.0003,-3.7982867024838924,-0.016525761970842722,0.0,1110,0.16640625,0.2,,,,,
56.3741455078125,229376,27.0,,,,,,,,,,,,,,,
52.048301696777344,230400,27.0,0.0150343925,10.24120044708252,22.86713191270828,0.0003,-3.8032349333167077,-0.0175453023686714,-1.1920928955078125e-07,1120,0.206005859375,0.2,,,,,
54.16658020019531,231424,27.0,,,,,,,,,,,,,,,
54.128822326660156,232448,27.0,0.017761774,15.242725372314453,27.661205130815507,0.0003,-3.797277161478996,-0.020977629866683854,0.0,1130,0.22294921875,0.2,,,,,
51.903343200683594,233472,27.0,,,,,,,,,,,,,,,
57.373146057128906,234496,27.0,0.016869426,19.22435188293457,27.019082310795785,0.0003,-3.7969180159270763,-0.021666542250750355,-1.1920928955078125e-07,1140,0.224951171875,0.2,,,,,
53.64850616455078,235520,27.0,,,,,,,,,,,,,,,
55.06138610839844,236544,27.0,0.016154356,11.782602310180664,26.266698211431503,0.0003,-3.809651530534029,-0.01689150806705584,0.0,1150,0.182373046875,0.2,,,,,
53.52568054199219,237568,27.0,,,,,,,,,,,,,,,
57.3643913269043,238592,27.0,0.016653072,11.732003211975098,24.98414357304573,0.0003,-3.798577060550451,-0.017415415496361674,5.960464477539063e-08,1160,0.21142578125,0.2,,,,,
52.199440002441406,239616,27.0,,,,,,,,,,,,,,,
52.88835144042969,240640,27.0,0.014120748,11.851064682006836,24.98980144262314,0.0003,-3.816506689786911,-0.014779908154741861,5.960464477539063e-08,1170,0.173193359375,0.2,,,,,
52.01943588256836,241664,27.0,,,,,,,,,,,,,,,
50.29573059082031,242688,27.0,0.01690503,11.703046798706055,25.51657068133354,0.0003,-3.8085614070296288,-0.017762662027962506,-1.1920928955078125e-07,1180,0.20029296875,0.2,,,,,
54.19676208496094,243712,27.0,,,,,,,,,,,,,,,
52.716800689697266,244736,27.0,0.015771879,10.619125366210938,25.22102269232273,0.0003,-3.8006772592663767,-0.018956003975472414,0.0,1190,0.21025390625,0.2,,,,,
51.25590896606445,245760,27.0,,,,,,,,,,,,,,,
,245760,,,,,,,,,,,,779,315,27.0,53.385345279999996,120
52.23473358154297,246784,27.0,0.01765142,15.732132911682129,26.058175361156465,0.0003,-3.7866222031414507,-0.0188690070877783,-1.1920928955078125e-07,1200,0.2177734375,0.2,,,,,
53.73738479614258,247808,27.0,,,,,,,,,,,,,,,
53.087799072265625,248832,27.0,0.017842887,10.670095443725586,23.954838559031487,0.0003,-3.755126611143351,-0.022839558703708462,0.0,1210,0.255029296875,0.2,,,,,
51.17006301879883,249856,27.0,,,,,,,,,,,,,,,
55.0196533203125,250880,27.0,0.015346456,13.581032752990723,23.406544718146325,0.0003,-3.7316374704241753,-0.013990160045796073,0.0,1220,0.169091796875,0.2,,,,,
53.73331069946289,251904,27.0,,,,,,,,,,,,,,,
51.14232635498047,252928,27.0,0.016669702,11.284904479980469,20.927931663393974,0.0003,-3.754755301773548,-0.0227645554303308,0.0,1230,0.24580078125,0.2,,,,,
47.991233825683594,253952,27.0,,,,,,,,,,,,,,,
57.04405212402344,254976,27.0,0.014801385,9.89148998260498,20.327234959602357,0.0003,-3.7575377613306045,-0.015976944511930925,-1.1920928955078125e-07,1240,0.174072265625,0.2,,,,,
49.414310455322266,256000,27.0,,,,,,,,,,,,,,,
54.83857345581055,257024,27.0,0.017646097,14.65308952331543,25.170790129899977,0.0003,-3.7563401728868486,-0.020910138403996824,0.0,1250,0.221875,0.2,,,,,
52.769248962402344,258048,27.0,,,,,,,,,,,,,,,
58.99583435058594,259072,27.0,0.017194714,10.32898998260498,23.017715513706207,0.0003,-3.7597487561404703,-0.020582571395789274,0.0,1260,0.22861328125,0.2,,,,,
56.002647399902344,260096,27.0,,,,,,,,,,,,,,,
