eval/mean_reward,eval/mean_ep_length,time/total_timesteps,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/entropy_loss,train/learning_rate,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed
22.738981246948242,30.0,29184,0.45673828125,140,56043.44782714844,24250.298828125,0.2,-0.05631812805077061,0.13337873,0.0,-5.2533588916063305,0.0003,,,,,
21.960927963256836,30.0,29696,,,,,,,,,,,,,,,
26.818140029907227,30.0,30208,,,,,,,,,,,,,,,
25.69320297241211,30.0,30720,,,,,,,,,,,,,,,
29.02016258239746,30.0,31232,0.473291015625,150,52844.42174072265,26522.466796875,0.2,-0.052180044795386495,0.13418639,0.0,-5.250967815518379,0.0003,,,,,
32.69092559814453,30.0,31744,,,,,,,,,,,,,,,
30.1876220703125,30.0,32256,,,,,,,,,,,,,,,
27.207656860351562,30.0,32768,,,,,,,,,,,,,,,
28.221630096435547,30.0,33280,0.4734375,160,50541.088830566405,27799.63671875,0.2,-0.04902920358581468,0.13410087,-1.1920928955078125e-07,-5.2490967646241184,0.0003,,,,,
20.865568161010742,30.0,33792,,,,,,,,,,,,,,,
29.747509002685547,30.0,34304,,,,,,,,,,,,,,,
28.57158851623535,30.0,34816,,,,,,,,,,,,,,,
28.0019474029541,30.0,35328,0.46259765625,170,52078.90321044922,21825.828125,0.2,-0.05347688611363992,0.12774894,0.0,-5.245013196766377,0.0003,,,,,
27.234838485717773,30.0,35840,,,,,,,,,,,,,,,
32.13230895996094,30.0,36352,,,,,,,,,,,,,,,
26.795995712280273,30.0,36864,,,,,,,,,,,,,,,
26.03628158569336,30.0,37376,0.46982421875,180,54427.29409179687,32005.892578125,0.2,-0.05260897913831286,0.13155389,0.0,-5.2428608417510985,0.0003,,,,,
30.456918716430664,30.0,37888,,,,,,,,,,,,,,,
27.358318328857422,30.0,38400,,,,,,,,,,,,,,,
24.32354736328125,30.0,38912,,,,,,,,,,,,,,,
31.595422744750977,30.0,39424,0.460107421875,190,54038.20107421875,26058.40234375,0.2,-0.059070035349577665,0.12801784,0.0,-5.240426334738731,0.0003,,,,,
22.662639617919922,30.0,39936,,,,,,,,,,,,,,,
29.203914642333984,30.0,40448,,,,,,,,,,,,,,,
28.284658432006836,30.0,40960,,,,,,,,,,,,,,,
,,40960,,,,,,,,,,,30.0,309,640.2635769100001,20,132
28.1787052154541,30.0,41472,0.455810546875,200,52121.143542480466,23827.125,0.2,-0.05466081284685061,0.13269256,0.0,-5.235644946992397,0.0003,,,,,
26.626123428344727,30.0,41984,,,,,,,,,,,,,,,
31.02907371520996,30.0,42496,,,,,,,,,,,,,,,
23.500537872314453,30.0,43008,,,,,,,,,,,,,,,
30.127553939819336,30.0,43520,0.46328125,210,49308.03032226562,24300.658203125,0.2,-0.058171713707270103,0.12856656,0.0,-5.232631528377533,0.0003,,,,,
27.044824600219727,30.0,44032,,,,,,,,,,,,,,,
20.079936981201172,30.0,44544,,,,,,,,,,,,,,,
25.478670120239258,30.0,45056,,,,,,,,,,,,,,,
24.479990005493164,30.0,45568,0.450732421875,220,53440.62540283203,22601.93359375,0.2,-0.05319710590993054,0.12483116,-1.1920928955078125e-07,-5.231131710112095,0.0003,,,,,
24.726839065551758,30.0,46080,,,,,,,,,,,,,,,
25.878976821899414,30.0,46592,,,,,,,,,,,,,,,
27.025915145874023,30.0,47104,,,,,,,,,,,,,,,
24.694469451904297,30.0,47616,0.457177734375,230,54023.51867675781,33120.1953125,0.2,-0.052285065001342446,0.13347235,0.0,-5.228986275196076,0.0003,,,,,
26.67085838317871,30.0,48128,,,,,,,,,,,,,,,
26.296606063842773,30.0,48640,,,,,,,,,,,,,,,
24.56117057800293,30.0,49152,,,,,,,,,,,,,,,
24.174213409423828,30.0,49664,0.453515625,240,50016.08321533203,28314.052734375,0.2,-0.05366851128637791,0.12739357,1.1920928955078125e-07,-5.229005813598633,0.0003,,,,,
32.13554382324219,30.0,50176,,,,,,,,,,,,,,,
24.517322540283203,30.0,50688,,,,,,,,,,,,,,,
28.526611328125,30.0,51200,,,,,,,,,,,,,,,
25.748403549194336,30.0,51712,0.4625,250,51120.27482910156,25154.62890625,0.2,-0.05737115272204392,0.13188073,1.1920928955078125e-07,-5.226385073363781,0.0003,,,,,
25.827098846435547,30.0,52224,,,,,,,,,,,,,,,
23.62272834777832,30.0,52736,,,,,,,,,,,,,,,
27.149749755859375,30.0,53248,,,,,,,,,,,,,,,
26.465499877929688,30.0,53760,0.4818359375,260,49707.09975585937,23132.033203125,0.2,-0.04712541004410013,0.13559754,5.960464477539063e-08,-5.217279154062271,0.0003,,,,,
28.467052459716797,30.0,54272,,,,,,,,,,,,,,,
27.99651527404785,30.0,54784,,,,,,,,,,,,,,,
26.743167877197266,30.0,55296,,,,,,,,,,,,,,,
28.271045684814453,30.0,55808,0.473681640625,270,51085.579602050784,24791.453125,0.2,-0.05192029398749583,0.12384844,0.0,-5.2101911008358,0.0003,,,,,
25.032413482666016,30.0,56320,,,,,,,,,,,,,,,
30.243526458740234,30.0,56832,,,,,,,,,,,,,,,
25.532907485961914,30.0,57344,,,,,,,,,,,,,,,
21.455209732055664,30.0,57856,0.45888671875,280,55907.9826171875,27427.146484375,0.2,-0.05178291067131795,0.12910834,-1.1920928955078125e-07,-5.198244079947472,0.0003,,,,,
29.1103515625,30.0,58368,,,,,,,,,,,,,,,
24.95745849609375,30.0,58880,,,,,,,,,,,,,,,
26.529836654663086,30.0,59392,,,,,,,,,,,,,,,
29.996112823486328,30.0,59904,0.45810546875,290,48685.309094238284,27295.021484375,0.2,-0.055663255846593526,0.124900386,0.0,-5.18660004734993,0.0003,,,,,
25.23250961303711,30.0,60416,,,,,,,,,,,,,,,
31.333425521850586,30.0,60928,,,,,,,,,,,,,,,
28.92877769470215,30.0,61440,,,,,,,,,,,,,,,
,,61440,,,,,,,,,,,30.0,321,638.9364148100001,30,191
25.159595489501953,30.0,61952,0.462548828125,300,49222.3322265625,23088.62890625,0.2,-0.04726621002191678,0.12870519,-1.1920928955078125e-07,-5.182966396212578,0.0003,,,,,
26.20016098022461,30.0,62464,,,,,,,,,,,,,,,
25.949413299560547,30.0,62976,,,,,,,,,,,,,,,
26.545307159423828,30.0,63488,,,,,,,,,,,,,,,
29.597036361694336,30.0,64000,0.47041015625,310,48465.97377929687,24149.046875,0.2,-0.055901074985740706,0.13687378,1.1920928955078125e-07,-5.177937273681164,0.0003,,,,,
26.68463706970215,30.0,64512,,,,,,,,,,,,,,,
24.8718204498291,30.0,65024,,,,,,,,,,,,,,,
27.469913482666016,30.0,65536,,,,,,,,,,,,,,,
24.73381996154785,30.0,66048,0.468798828125,320,48527.45654296875,22145.44921875,0.2,-0.05022232224000618,0.11643297,-1.1920928955078125e-07,-5.16745762526989,0.0003,,,,,
27.47112464904785,30.0,66560,,,,,,,,,,,,,,,
28.675426483154297,30.0,67072,,,,,,,,,,,,,,,
25.50514793395996,30.0,67584,,,,,,,,,,,,,,,
32.18101119995117,30.0,68096,0.4673828125,330,48383.33526611328,19747.11328125,0.2,-0.047492840595077725,0.1344691,0.0,-5.164152367413044,0.0003,,,,,
26.8257999420166,30.0,68608,,,,,,,,,,,,,,,
27.70916748046875,30.0,69120,,,,,,,,,,,,,,,
