eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/learning_rate,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean
12.0,23.82838249206543,209920,0.0003,7.30906867980957,1020,0.0,0.2,-0.015232646694494178,13.868775814771652,0.088803515,-2.264046424627304,0.36298828125,,,,,
12.0,15.832672119140625,210944,,,,,,,,,,,,,,,
12.0,13.073946952819824,211968,0.0003,5.851616859436035,1030,5.960464477539063e-08,0.2,-0.012618983718857635,12.709066945314408,0.091257766,-2.2604606725275516,0.3263671875,,,,,
12.0,22.548900604248047,212992,,,,,,,,,,,,,,,
12.0,18.890625,214016,0.0003,6.014074325561523,1040,0.0,0.2,-0.017847887663083383,13.197561478614807,0.0886762,-2.2672504425048827,0.348828125,,,,,
12.0,3.114758014678955,215040,,,,,,,,,,,,,,,
12.0,3.7939178943634033,216064,0.0003,8.602458000183105,1050,0.0,0.2,0.0033538479248818474,13.814343068003655,0.07000202,-2.2647305741906165,0.30537109375,,,,,
12.0,20.313251495361328,217088,,,,,,,,,,,,,,,
12.0,23.402908325195312,218112,0.0003,6.419867515563965,1060,5.960464477539063e-08,0.2,0.001510833807697054,14.918895342946053,0.090345144,-2.256973064690828,0.345751953125,,,,,
12.0,20.646411895751953,219136,,,,,,,,,,,,,,,
12.0,21.23773956298828,220160,0.0003,5.7690043449401855,1070,0.0,0.2,-0.010812523035565392,12.376576471328736,0.093625806,-2.2340280883014203,0.371240234375,,,,,
12.0,21.67720603942871,221184,,,,,,,,,,,,,,,
12.0,20.759918212890625,222208,0.0003,6.465166091918945,1080,0.0,0.2,-0.009337711859552655,13.865930876135826,0.09140755,-2.242503744363785,0.38564453125,,,,,
12.0,16.880062103271484,223232,,,,,,,,,,,,,,,
12.0,15.224403381347656,224256,0.0003,6.805487632751465,1090,-1.1920928955078125e-07,0.2,0.006947895021585282,13.696901458501817,0.08744156,-2.24599627032876,0.339599609375,,,,,
12.0,20.217144012451172,225280,,,,,,,,,,,,,,,
,,225280,,,,,,,,,,,16.906489199999996,1078,208,110,12.0
12.0,20.607460021972656,226304,0.0003,8.024279594421387,1100,-1.1920928955078125e-07,0.2,0.003091754457273055,14.645172807574273,0.07805137,-2.2388374239206312,0.33486328125,,,,,
