eval/mean_ep_length,time/total_timesteps,eval/mean_reward,train/loss,train/n_updates,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/explained_variance,train/clip_fraction,train/approx_kl,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean
180.0,20480,14.208815574645996,,,,,,,,,,,,,,,
,20480,,,,,,,,,,,,863,23,180.0,10,13.77874626
180.0,21504,13.594924926757812,25.173648834228516,100,48.3357091858983,-0.08335341675701784,-5.823544833809137,0.0003,0.2,0.5312819182872772,0.346923828125,0.028513402,,,,,
180.0,22528,14.49869441986084,,,,,,,,,,,,,,,
180.0,23552,13.79927921295166,18.42464256286621,110,24.35376558601856,-0.09592161361142644,-5.808833836764097,0.0003,0.2,0.27310776710510254,0.403271484375,0.033629872,,,,,
180.0,24576,12.989835739135742,,,,,,,,,,,,,,,
180.0,25600,14.135540962219238,16.76348114013672,120,28.89534324929118,-0.09311062884080457,-5.809527000784874,0.0003,0.2,0.5064478814601898,0.388134765625,0.030598119,,,,,
180.0,26624,13.325307846069336,,,,,,,,,,,,,,,
180.0,27648,14.156593322753906,4.157074451446533,130,18.516196934878828,-0.1028406562647433,-5.7976274028420445,0.0003,0.2,0.5373500287532806,0.45068359375,0.035969548,,,,,
180.0,28672,12.62659740447998,,,,,,,,,,,,,,,
180.0,29696,14.448796272277832,40.247684478759766,140,56.22073349654674,-0.08359386640004232,-5.78814033716917,0.0003,0.2,0.7241873741149902,0.342724609375,0.02827583,,,,,
180.0,30720,13.94975471496582,,,,,,,,,,,,,,,
180.0,31744,14.230236053466797,7.461291790008545,150,28.734837712347506,-0.09220861861685989,-5.7781594201922415,0.0003,0.2,0.589833527803421,0.40810546875,0.034610964,,,,,
180.0,32768,15.498296737670898,,,,,,,,,,,,,,,
180.0,33792,15.31947135925293,15.317726135253906,160,25.328848354518414,-0.09289864722377388,-5.756003125011921,0.0003,0.2,0.5426536798477173,0.420166015625,0.037231307,,,,,
180.0,34816,15.09278678894043,,,,,,,,,,,,,,,
180.0,35840,13.394159317016602,7.7646098136901855,170,21.94654405489564,-0.0925865297052951,-5.760447424650192,0.0003,0.2,0.6695419549942017,0.4435546875,0.038387045,,,,,
180.0,36864,15.609729766845703,,,,,,,,,,,,,,,
180.0,37888,13.532858848571777,8.846475601196289,180,35.89968919605017,-0.0872996951584355,-5.751456639170646,0.0003,0.2,0.712622195482254,0.41416015625,0.037434436,,,,,
180.0,38912,16.443161010742188,,,,,,,,,,,,,,,
180.0,39936,13.924324989318848,20.98162078857422,190,50.175857928395274,-0.08493795292597497,-5.758107923716307,0.0003,0.2,0.5782443284988403,0.365087890625,0.030462448,,,,,
180.0,40960,14.152149200439453,,,,,,,,,,,,,,,
,40960,,,,,,,,,,,,936,43,180.0,20,14.304818609999998
180.0,41984,14.55301570892334,10.411696434020996,200,27.931724628806116,-0.09399898583942559,-5.727252772450447,0.0003,0.2,0.2714318633079529,0.42939453125,0.039712723,,,,,
180.0,43008,15.901422500610352,,,,,,,,,,,,,,,
180.0,44032,15.345804214477539,26.18964385986328,210,35.11661669313908,-0.09099939997395268,-5.706465612351894,0.0003,0.2,0.6854323744773865,0.432861328125,0.037623778,,,,,
180.0,45056,13.331485748291016,,,,,,,,,,,,,,,
180.0,46080,14.04405689239502,3.716801643371582,220,18.238979409635068,-0.10092708723605029,-5.70199176594615,0.0003,0.2,0.6320473253726959,0.45771484375,0.039508667,,,,,
180.0,47104,14.157169342041016,,,,,,,,,,,,,,,
180.0,48128,14.859500885009766,19.278549194335938,230,35.96355598568916,-0.09285670849931194,-5.699209101498127,0.0003,0.2,0.7202234864234924,0.451611328125,0.03683772,,,,,
180.0,49152,14.434879302978516,,,,,,,,,,,,,,,
180.0,50176,13.660356521606445,2.7976629734039307,240,17.76523829996586,-0.08592131193818205,-5.691954810917378,0.0003,0.2,0.5761986672878265,0.446240234375,0.04950828,,,,,
180.0,51200,14.203695297241211,,,,,,,,,,,,,,,
180.0,52224,15.56792163848877,5.949222087860107,250,14.250191058963537,-0.1009210688265739,-5.657875172048807,0.0003,0.2,0.78591488301754,0.499755859375,0.043520086,,,,,
180.0,53248,14.866741180419922,,,,,,,,,,,,,,,
180.0,54272,15.060941696166992,2.420222043991089,260,10.446411181800068,-0.10038917323254282,-5.658761943131685,0.0003,0.2,0.7954988330602646,0.487060546875,0.040518414,,,,,
180.0,55296,13.724327087402344,,,,,,,,,,,,,,,
180.0,56320,15.63296890258789,3.6261391639709473,270,13.56944974027574,-0.08733002637236495,-5.647005108743906,0.0003,0.2,0.8733441680669785,0.46181640625,0.043350175,,,,,
180.0,57344,13.592617988586426,,,,,,,,,,,,,,,
180.0,58368,16.63213539123535,2.554785966873169,280,10.002121387049556,-0.0962270383563009,-5.619238156080246,0.0003,0.2,0.8886931240558624,0.480126953125,0.04312041,,,,,
180.0,59392,15.981670379638672,,,,,,,,,,,,,,,
180.0,60416,13.88463306427002,1.4565173387527466,290,13.479839637875557,-0.09035825789615046,-5.629142613708973,0.0003,0.2,0.8040917217731476,0.447802734375,0.038446795,,,,,
180.0,61440,15.63469409942627,,,,,,,,,,,,,,,
,61440,,,,,,,,,,,,1003,61,180.0,30,15.27437959
180.0,62464,16.336946487426758,5.129836559295654,300,13.642835073918103,-0.08772796575940447,-5.604996455460787,0.0003,0.2,0.8448920696973801,0.44228515625,0.044335917,,,,,
180.0,63488,14.955133438110352,,,,,,,,,,,,,,,
180.0,64512,16.75034523010254,5.794886112213135,310,11.39190382435918,-0.09906174350326183,-5.5986494570970535,0.0003,0.2,0.8447114676237106,0.4447265625,0.037463427,,,,,
180.0,65536,15.518830299377441,,,,,,,,,,,,,,,
180.0,66560,14.56796646118164,13.642613410949707,320,29.322587172687054,-0.07502944322986878,-5.554276562482118,0.0003,0.2,0.8568241596221924,0.41611328125,0.041692317,,,,,
180.0,67584,15.582176208496094,,,,,,,,,,,,,,,
180.0,68608,14.198911666870117,5.924497127532959,330,15.32462675049901,-0.08866661810825463,-5.558188305795193,0.0003,0.2,0.7900875359773636,0.433837890625,0.041264817,,,,,
180.0,69632,14.575778007507324,,,,,,,,,,,,,,,
180.0,70656,15.490952491760254,3.019916534423828,340,13.998429069668054,-0.10255271498608635,-5.4862734951078895,0.0003,0.2,0.8310281336307526,0.44921875,0.037048217,,,,,
180.0,71680,14.298397064208984,,,,,,,,,,,,,,,
180.0,72704,15.314288139343262,5.703620433807373,350,20.516943945363163,-0.09069902958435705,-5.4787651464343075,0.0003,0.2,0.7706842124462128,0.393505859375,0.03464941,,,,,
180.0,73728,15.429179191589355,,,,,,,,,,,,,,,
180.0,74752,16.199411392211914,4.9413161277771,360,15.59153447598219,-0.09466528395641945,-5.459461709111929,0.0003,0.2,0.8306132853031158,0.44091796875,0.036671266,,,,,
180.0,75776,15.744030952453613,,,,,,,,,,,,,,,
180.0,76800,16.99404525756836,6.8907341957092285,370,15.173407813161612,-0.08631911546253832,-5.420971903204918,0.0003,0.2,0.8509644716978073,0.475,0.043969925,,,,,
180.0,77824,16.269060134887695,,,,,,,,,,,,,,,
180.0,78848,16.532108306884766,4.469581604003906,380,12.379481331631542,-0.09151050499567645,-5.271444910019636,0.0003,0.2,0.8870545774698257,0.44375,0.040558785,,,,,
180.0,79872,17.112716674804688,,,,,,,,,,,,,,,
180.0,80896,17.014358520507812,1.8232605457305908,390,12.062242271006108,-0.0910351524784346,-5.340032529085875,0.0003,0.2,0.8494341671466827,0.448583984375,0.04544639,,,,,
180.0,81920,18.50616455078125,,,,,,,,,,,,,,,
,81920,,,,,,,,,,,,1075,76,180.0,40,16.18059838
180.0,82944,15.631599426269531,3.62154483795166,400,14.130310991033912,-0.0889258934330428,-5.25455786511302,0.0003,0.2,0.8849082067608833,0.423046875,0.037983358,,,,,
180.0,83968,17.426040649414062,,,,,,,,,,,,,,,
180.0,84992,16.619041442871094,7.571719169616699,410,10.634917118772865,-0.09477615645882906,-5.279005586355924,0.0003,0.2,0.8832060918211937,0.43662109375,0.03641871,,,,,
180.0,86016,18.29046630859375,,,,,,,,,,,,,,,
180.0,87040,17.35791015625,8.3272705078125,420,13.911286200582982,-0.08504762880329508,-5.283987937122584,0.0003,0.2,0.9031711742281914,0.47119140625,0.048889913,,,,,
180.0,88064,15.681495666503906,,,,,,,,,,,,,,,
180.0,89088,14.74818229675293,3.576699733734131,430,16.18306441344321,-0.0820087898944621,-5.126845487952233,0.0003,0.2,0.8734428286552429,0.380908203125,0.03824464,,,,,
180.0,90112,17.242332458496094,,,,,,,,,,,,,,,
180.0,91136,18.99098777770996,1.978942632675171,440,12.331489106267691,-0.09945002606909839,-5.199295072257518,0.0003,0.2,0.8737461566925049,0.38837890625,0.027497008,,,,,
180.0,92160,17.882930755615234,,,,,,,,,,,,,,,
180.0,93184,16.5585994720459,2.651421308517456,450,9.98853925075382,-0.10047355852657347,-5.140750779956579,0.0003,0.2,0.8974637240171432,0.42431640625,0.029985527,,,,,
180.0,94208,16.567184448242188,,,,,,,,,,,,,,,
180.0,95232,19.156024932861328,1.628666877746582,460,9.571728643029928,-0.09638612947746879,-5.081002993881702,0.0003,0.2,0.9084087982773781,0.48720703125,0.046400797,,,,,
180.0,96256,18.198810577392578,,,,,,,,,,,,,,,
180.0,97280,18.404434204101562,2.367708444595337,470,9.629195652343332,-0.09666810958296992,-5.114280933141709,0.0003,0.2,0.9099367707967758,0.46201171875,0.041880675,,,,,
180.0,98304,16.14037322998047,,,,,,,,,,,,,,,
180.0,99328,16.750879287719727,2.596454620361328,480,9.097405657544732,-0.10081974076128972,-4.971572607010603,0.0003,0.2,0.9124738946557045,0.420947265625,0.029041538,,,,,
180.0,100352,18.79778480529785,,,,,,,,,,,,,,,
180.0,101376,16.91830062866211,5.244427680969238,490,9.695416020974516,-0.08085277799036703,-4.968948285281658,0.0003,0.2,0.9004714861512184,0.457666015625,0.053630576,,,,,
180.0,102400,15.758523941040039,,,,,,,,,,,,,,,
,102400,,,,,,,,,,,,1150,89,180.0,50,17.72403418
180.0,103424,17.891807556152344,2.6425695419311523,500,9.65417140983045,-0.09563108955262578,-5.11528552249074,0.0003,0.2,0.8932445198297501,0.410986328125,0.03526108,,,,,
180.0,104448,18.692106246948242,,,,,,,,,,,,,,,
180.0,105472,21.168941497802734,2.8927228450775146,510,10.238177284225822,-0.09679965152172372,-4.97275914028287,0.0003,0.2,0.920440137386322,0.389453125,0.027349535,,,,,
180.0,106496,16.47761344909668,,,,,,,,,,,,,,,
180.0,107520,20.69072723388672,2.1086511611938477,520,11.606330372206866,-0.0735099113182514,-4.9963186725974085,0.0003,0.2,0.8966737389564514,0.4822265625,0.056125022,,,,,
180.0,108544,17.574935913085938,,,,,,,,,,,,,,,
180.0,109568,17.135173797607422,2.6469357013702393,530,7.66337852589786,-0.1043650323379552,-4.962856698781252,0.0003,0.2,0.9154938757419586,0.444775390625,0.03139499,,,,,
180.0,110592,20.91242218017578,,,,,,,,,,,,,,,
180.0,111616,17.157127380371094,2.3582136631011963,540,7.3323615944013,-0.10003327059912408,-4.749268538504839,0.0003,0.2,0.9291798993945122,0.4158203125,0.030979801,,,,,
180.0,112640,18.084463119506836,,,,,,,,,,,,,,,
180.0,113664,18.912322998046875,2.7178289890289307,550,9.187093277648092,-0.10054128805059008,-4.881278558075428,0.0003,0.2,0.9075705781579018,0.414453125,0.02821619,,,,,
180.0,114688,21.274761199951172,,,,,,,,,,,,,,,
180.0,115712,20.99513816833496,6.284080505371094,560,8.918120825476944,-0.09114459399788757,-4.892251130193472,0.0003,0.2,0.9132191836833954,0.4564453125,0.04820309,,,,,
180.0,116736,19.87274932861328,,,,,,,,,,,,,,,
180.0,117760,17.510421752929688,4.14199686050415,570,10.088259331882,-0.06409091339301085,-4.909224922955036,0.0003,0.2,0.9132322371006012,0.53466796875,0.08464135,,,,,
180.0,118784,19.387712478637695,,,,,,,,,,,,,,,
180.0,119808,18.722679138183594,2.3065688610076904,580,8.489240095950663,-0.09955097243946512,-4.990562944114208,0.0003,0.2,0.9014944583177567,0.434130859375,0.03130708,,,,,
180.0,120832,16.98916244506836,,,,,,,,,,,,,,,
180.0,121856,21.080406188964844,2.9056360721588135,590,8.519814794510603,-0.0935862873957376,-4.73269942626357,0.0003,0.2,0.9305920451879501,0.3892578125,0.029293131,,,,,
180.0,122880,19.961753845214844,,,,,,,,,,,,,,,
,122880,,,,,,,,,,,,1223,100,180.0,60,19.632031330000004
180.0,123904,18.00545310974121,1.9291549921035767,600,7.385731000639498,-0.10408030280814273,-4.9476302795112135,0.0003,0.2,0.9296053424477577,0.42548828125,0.030199964,,,,,
180.0,124928,17.85356903076172,,,,,,,,,,,,,,,
180.0,125952,19.43353271484375,1.6197584867477417,610,8.117095112614333,-0.0966878666789853,-4.823582620918751,0.0003,0.2,0.9312873333692551,0.45947265625,0.041117698,,,,,
180.0,126976,21.988216400146484,,,,,,,,,,,,,,,
180.0,128000,21.553871154785156,2.199810266494751,620,7.562247574515641,-0.10484379900008207,-4.925863708555698,0.0003,0.2,0.9254478216171265,0.439697265625,0.03099205,,,,,
180.0,129024,21.055604934692383,,,,,,,,,,,,,,,
180.0,130048,20.74260711669922,3.506927013397217,630,9.384661928750575,-0.08781085575610632,-4.860127221047878,0.0003,0.2,0.9026260823011398,0.4248046875,0.039020557,,,,,
180.0,131072,22.105358123779297,,,,,,,,,,,,,,,
180.0,132096,19.95594024658203,2.2979581356048584,640,8.054683567397296,-0.10092629589998978,-4.851593703776598,0.0003,0.2,0.9075908064842224,0.414990234375,0.030453919,,,,,
180.0,133120,24.112213134765625,,,,,,,,,,,,,,,
180.0,134144,21.180652618408203,2.7602267265319824,650,8.658862530626356,-0.10293122571674758,-4.782668264955282,0.0003,0.2,0.9188260808587074,0.4111328125,0.030682959,,,,,
180.0,135168,20.329450607299805,,,,,,,,,,,,,,,
180.0,136192,18.601091384887695,4.844502925872803,660,9.077016426064073,-0.10505466263712152,-4.941570043563843,0.0003,0.2,0.9055760428309441,0.436474609375,0.030252151,,,,,
180.0,137216,24.46701431274414,,,,,,,,,,,,,,,
180.0,138240,22.639312744140625,2.2531042098999023,670,9.35933308340609,-0.07866198873816757,-4.799787930399179,0.0003,0.2,0.9325266182422638,0.489453125,0.06590233,,,,,
180.0,139264,18.72114372253418,,,,,,,,,,,,,,,
180.0,140288,24.996580123901367,8.071578025817871,680,14.918878076970577,-0.06979932688336703,-4.719398675113917,0.0003,0.2,0.9221015572547913,0.51376953125,0.069033444,,,,,
180.0,141312,20.136594772338867,,,,,,,,,,,,,,,
180.0,142336,19.644622802734375,3.549346446990967,690,11.175014889985324,-0.07075930989012705,-4.69520867280662,0.0003,0.2,0.8979697674512863,0.501220703125,0.07500007,,,,,
180.0,143360,20.976764678955078,,,,,,,,,,,,,,,
,143360,,,,,,,,,,,,1294,110,180.0,70,20.544003700000005
180.0,144384,21.016910552978516,3.1997382640838623,700,8.634799640625715,-0.09905191680663847,-4.750648605078458,0.0003,0.2,0.8911495357751846,0.468994140625,0.03706809,,,,,
180.0,145408,20.61998748779297,,,,,,,,,,,,,,,
180.0,146432,22.45346450805664,1.5109106302261353,710,7.0408901942893865,-0.10486118175613228,-4.719249916821719,0.0003,0.2,0.9005506932735443,0.4384765625,0.031286154,,,,,
180.0,147456,19.844253540039062,,,,,,,,,,,,,,,
180.0,148480,21.83696174621582,2.746081829071045,720,8.427909774146974,-0.0988076358953549,-4.6037313550710675,0.0003,0.2,0.9138131886720657,0.398291015625,0.02982134,,,,,
180.0,149504,21.270431518554688,,,,,,,,,,,,,,,
180.0,150528,20.850990295410156,1.4032484292984009,730,7.665889551863074,-0.10155111012136331,-4.8257701702415945,0.0003,0.2,0.9125329256057739,0.4833984375,0.043513484,,,,,
180.0,151552,20.329465866088867,,,,,,,,,,,,,,,
180.0,152576,23.872766494750977,2.7760324478149414,740,7.626637812145054,-0.09857210888003465,-4.677464075386524,0.0003,0.2,0.9118093922734261,0.430224609375,0.03132631,,,,,
180.0,153600,22.287784576416016,,,,,,,,,,,,,,,
180.0,154624,22.09086799621582,2.7662301063537598,750,6.726121358945965,-0.10165817965025781,-4.778426361829043,0.0003,0.2,0.9236381202936172,0.42158203125,0.031478178,,,,,
180.0,155648,20.646543502807617,,,,,,,,,,,,,,,
180.0,156672,22.00938606262207,1.9730793237686157,760,7.719683909229934,-0.08261532093893038,-4.735394056141376,0.0003,0.2,0.8994579613208771,0.465673828125,0.04996822,,,,,
180.0,157696,24.04343605041504,,,,,,,,,,,,,,,
180.0,158720,23.376220703125,1.6430838108062744,770,6.676876430399716,-0.09726522718265188,-4.774443364143371,0.0003,0.2,0.914726622402668,0.428466796875,0.031500563,,,,,
180.0,159744,23.81698226928711,,,,,,,,,,,,,,,
180.0,160768,24.731231689453125,1.2739934921264648,780,6.809269832447171,-0.09447329124850512,-4.460624102503061,0.0003,0.2,0.9092660620808601,0.38212890625,0.028897934,,,,,
180.0,161792,22.264650344848633,,,,,,,,,,,,,,,
180.0,162816,21.87676239013672,3.721574306488037,790,7.831458499468863,-0.09310753249228583,-4.6130789488554,0.0003,0.2,0.9071560129523277,0.365673828125,0.027359447,,,,,
180.0,163840,23.7093563079834,,,,,,,,,,,,,,,
,163840,,,,,,,,,,,,1366,119,180.0,80,22.645231130000003
180.0,164864,21.10204315185547,2.064819574356079,800,7.347802913188934,-0.09660936934378697,-4.732390052080154,0.0003,0.2,0.9188173711299896,0.406982421875,0.030820807,,,,,
180.0,165888,26.75716209411621,,,,,,,,,,,,,,,
180.0,166912,23.213645935058594,3.1307029724121094,810,6.467590475268662,-0.09941114825342083,-4.655958513915539,0.0003,0.2,0.9090737700462341,0.42138671875,0.029918153,,,,,
180.0,167936,23.69945526123047,,,,,,,,,,,,,,,
180.0,168960,25.15022087097168,1.709474802017212,820,6.572995371185243,-0.09069782624792425,-4.316479348018765,0.0003,0.2,0.931056834757328,0.38427734375,0.029264556,,,,,
180.0,169984,27.74748992919922,,,,,,,,,,,,,,,
180.0,171008,22.805654525756836,1.1756309270858765,830,7.09475206322968,-0.09727337479271228,-4.451647926867008,0.0003,0.2,0.93685732036829,0.411328125,0.029530823,,,,,
180.0,172032,23.833106994628906,,,,,,,,,,,,,,,
180.0,173056,25.022369384765625,2.001957893371582,840,6.368980726599693,-0.09746369357162621,-4.584864114969969,0.0003,0.2,0.9156073853373528,0.39833984375,0.03143864,,,,,
180.0,174080,27.25819206237793,,,,,,,,,,,,,,,
180.0,175104,23.094558715820312,2.006727695465088,850,7.868136514723301,-0.09730124676389096,-4.461327217519283,0.0003,0.2,0.9124038890004158,0.393994140625,0.02864227,,,,,
180.0,176128,26.587902069091797,,,,,,,,,,,,,,,
180.0,177152,27.19219398498535,3.013770580291748,860,7.97617790363729,-0.08956075766764116,-4.077030541747808,0.0003,0.2,0.8995067104697227,0.3572265625,0.027243704,,,,,
180.0,178176,24.59861183166504,,,,,,,,,,,,,,,
180.0,179200,26.829933166503906,1.2493032217025757,870,6.659393566288054,-0.09392535932929605,-4.415019753202796,0.0003,0.2,0.9121548384428024,0.386083984375,0.02939206,,,,,
180.0,180224,27.148265838623047,,,,,,,,,,,,,,,
180.0,181248,29.287065505981445,1.8498071432113647,880,6.994061828218401,-0.08972151846755878,-4.113003287836909,0.0003,0.2,0.928037978708744,0.36748046875,0.026550077,,,,,
180.0,182272,27.362167358398438,,,,,,,,,,,,,,,
180.0,183296,28.13210678100586,2.3986878395080566,890,7.428372163698077,-0.09261941357763134,-4.399967166036367,0.0003,0.2,0.906285360455513,0.369091796875,0.029053595,,,,,
180.0,184320,24.907955169677734,,,,,,,,,,,,,,,
,184320,,,,,,,,,,,,1439,128,180.0,90,25.809536229999996
180.0,185344,27.649871826171875,4.11191987991333,900,6.292958075739444,-0.09408593422849662,-4.261800561472773,0.0003,0.2,0.9328863993287086,0.400634765625,0.029306576,,,,,
180.0,186368,27.1572265625,,,,,,,,,,,,,,,
180.0,187392,25.790342330932617,2.277064085006714,910,7.4474960274994375,-0.0944904562435113,-4.342073529958725,0.0003,0.2,0.9190120473504066,0.368603515625,0.028506067,,,,,
180.0,188416,25.28744888305664,,,,,,,,,,,,,,,
180.0,189440,30.39616584777832,0.8465228080749512,920,6.493084848858416,-0.08438663076085504,-3.932118608057499,0.0003,0.2,0.9261389076709747,0.347412109375,0.028186414,,,,,
180.0,190464,29.177377700805664,,,,,,,,,,,,,,,
180.0,191488,27.703781127929688,2.1053225994110107,930,7.197203703783453,-0.09465526458516252,-4.249449044838547,0.0003,0.2,0.9340649992227554,0.38515625,0.02788768,,,,,
180.0,192512,34.43690490722656,,,,,,,,,,,,,,,
180.0,193536,32.954132080078125,2.385197639465332,940,8.577817615307868,-0.0903938679039129,-4.1412722010165455,0.0003,0.2,0.906005747616291,0.35546875,0.02609724,,,,,
180.0,194560,27.614233016967773,,,,,,,,,,,,,,,
180.0,195584,27.977771759033203,2.473785161972046,950,6.493571374192834,-0.08902114534721477,-3.93599777109921,0.0003,0.2,0.9196294918656349,0.36982421875,0.02870072,,,,,
180.0,196608,26.887596130371094,,,,,,,,,,,,,,,
180.0,197632,27.477191925048828,3.8283956050872803,960,8.501001165993511,-0.08916534895215592,-4.255659936368465,0.0003,0.2,0.8952003046870232,0.358056640625,0.027957426,,,,,
180.0,198656,30.9497013092041,,,,,,,,,,,,,,,
180.0,199680,32.50117874145508,3.6419975757598877,970,7.51878923047334,-0.09093630636198213,-4.119343540817499,0.0003,0.2,0.9289900362491608,0.375244140625,0.029186653,,,,,
180.0,200704,31.063356399536133,,,,,,,,,,,,,,,
180.0,201728,29.83416175842285,0.8488239049911499,980,6.182074163109064,-0.09239359217244783,-4.092677106335759,0.0003,0.2,0.921892799437046,0.389306640625,0.029040303,,,,,
180.0,202752,28.803569793701172,,,,,,,,,,,,,,,
180.0,203776,30.922340393066406,2.361481189727783,990,7.1700790954753755,-0.09217306590726367,-4.090198292583227,0.0003,0.2,0.922049805521965,0.373095703125,0.027985618,,,,,
180.0,204800,27.259723663330078,,,,,,,,,,,,,,,
,204800,,,,,,,,,,,,1509,135,180.0,100,29.462114619999998
180.0,205824,31.50141143798828,1.1441563367843628,1000,6.502229152619838,-0.08650666029534478,-3.716832461208105,0.0003,0.2,0.9225203990936279,0.33916015625,0.02811596,,,,,
180.0,206848,31.388240814208984,,,,,,,,,,,,,,,
180.0,207872,30.942806243896484,2.317272186279297,1010,8.2019665742293,-0.09434502358781174,-4.181773820519448,0.0003,0.2,0.9152870699763298,0.38759765625,0.029293474,,,,,
180.0,208896,26.60936737060547,,,,,,,,,,,,,,,
180.0,209920,33.566307067871094,1.8542057275772095,1020,7.107429482787848,-0.09014985083485953,-4.160284910351038,0.0003,0.2,0.9102256968617439,0.388330078125,0.028345931,,,,,
180.0,210944,34.626522064208984,,,,,,,,,,,,,,,
180.0,211968,33.00557327270508,1.2937861680984497,1030,6.607102952338755,-0.08494400313902588,-3.375821354985237,0.0003,0.2,0.9251630008220673,0.34599609375,0.029254738,,,,,
180.0,212992,31.84708023071289,,,,,,,,,,,,,,,
180.0,214016,31.40359878540039,2.6193411350250244,1040,6.639222346618771,-0.09029269623424625,-3.815847333520651,0.0003,0.2,0.9224451333284378,0.37490234375,0.027946595,,,,,
180.0,215040,28.11181640625,,,,,,,,,,,,,,,
180.0,216064,32.54072570800781,1.3834500312805176,1050,6.693538013845682,-0.09347884077578783,-4.094698591157794,0.0003,0.2,0.9248013198375702,0.391845703125,0.028352251,,,,,
180.0,217088,39.491390228271484,,,,,,,,,,,,,,,
180.0,218112,32.14558410644531,2.158705234527588,1060,7.3914050601422785,-0.090665011141391,-3.704700866341591,0.0003,0.2,0.917052149772644,0.3771484375,0.030118361,,,,,
180.0,219136,29.213809967041016,,,,,,,,,,,,,,,
180.0,220160,27.882890701293945,1.961256504058838,1070,7.830042956396937,-0.08147672949562548,-3.187868906185031,0.0003,0.2,0.9190814346075058,0.34951171875,0.026517186,,,,,
180.0,221184,33.446929931640625,,,,,,,,,,,,,,,
180.0,222208,33.522247314453125,0.9551683664321899,1080,7.310875393263996,-0.08419252413877984,-3.501662925258279,0.0003,0.2,0.9216947332024574,0.360595703125,0.028437078,,,,,
180.0,223232,30.911741256713867,,,,,,,,,,,,,,,
180.0,224256,39.20526885986328,1.64639151096344,1090,6.788620592281222,-0.0811076207748556,-3.491251213476062,0.0003,0.2,0.9301826879382133,0.344140625,0.029065127,,,,,
180.0,225280,32.91840744018555,,,,,,,,,,,,,,,
,225280,,,,,,,,,,,,1580,142,180.0,110,33.32075341
180.0,226304,36.67313003540039,1.7842340469360352,1100,6.808373139519245,-0.09360770040657371,-3.9259762607514856,0.0003,0.2,0.9214392900466919,0.3857421875,0.030743442,,,,,
180.0,227328,34.93595504760742,,,,,,,,,,,,,,,
180.0,228352,40.448036193847656,0.8704259991645813,1110,7.539323238283396,-0.07921930312004406,-3.3190070118755104,0.0003,0.2,0.9060999974608421,0.321337890625,0.026295517,,,,,
180.0,229376,32.196964263916016,,,,,,,,,,,,,,,
180.0,230400,42.0783576965332,2.8831136226654053,1120,6.979604194313287,-0.0764982971129939,-2.9732738342136145,0.0003,0.2,0.9250147640705109,0.294482421875,0.026476914,,,,,
180.0,231424,36.236968994140625,,,,,,,,,,,,,,,
